model,disease_index,auc_assoc,n_assoc,auc_drug,n_drug,hits_at_50
m2  10 features (+PPI provenance),47383,0.915908312248424,177,0.6854778826774159,1.0,0.0
m2  10 features (+PPI provenance),47385,0.9309925439116403,701,,,
m2  10 features (+PPI provenance),47387,0.856781618526585,429,0.35079448227693383,1.0,0.0
m2  10 features (+PPI provenance),47396,0.9353739672837272,135,0.8587137422729434,12.0,0.0
m2  10 features (+PPI provenance),47398,0.9045865802042217,244,0.7958117113546496,33.0,3.0
m2  10 features (+PPI provenance),47404,0.912262488175727,197,,,
m2  10 features (+PPI provenance),47406,0.9274044353662095,92,,,
m2  10 features (+PPI provenance),47407,0.6685953678957719,547,0.6463904736773461,27.0,0.0
m2  10 features (+PPI provenance),47408,0.6782413739650581,148,0.6587837837837838,12.0,3.0
m2  10 features (+PPI provenance),47410,0.3530598520511096,2,,,
m2  10 features (+PPI provenance),47412,0.9356985648818138,691,0.9328038125496426,5.0,1.0
m2  10 features (+PPI provenance),47414,0.8936029691932093,53,,,
m2  10 features (+PPI provenance),47415,0.8515670174842475,864,0.49240859404447795,25.0,3.0
m2  10 features (+PPI provenance),47417,0.9027091839160887,153,,,
m2  10 features (+PPI provenance),47420,0.7138680776014109,125,0.5622899524858037,1.0,0.0
m2  10 features (+PPI provenance),47421,0.7046015431958403,264,0.7687716970702045,134.0,6.0
m2  10 features (+PPI provenance),47423,0.8300187346879954,24,,,
m2  10 features (+PPI provenance),47434,0.7371917919094844,240,0.7640782810220023,35.0,2.0
m2  10 features (+PPI provenance),47436,0.7929714285714285,35,,,
m2  10 features (+PPI provenance),47437,0.6496324311112612,968,0.8728517003484578,81.0,28.0
m2  10 features (+PPI provenance),47441,0.7254066844128956,36,,,
m2  10 features (+PPI provenance),47444,0.6665331672006646,48,0.774466562091806,93.0,16.0
m2  10 features (+PPI provenance),47451,0.9422485354521413,677,0.26830609847271175,15.0,0.0
m2  10 features (+PPI provenance),47452,0.9374027106870855,545,,,
m2  10 features (+PPI provenance),47462,0.539320598235167,21,0.6669512231020577,14.0,0.0
m2  10 features (+PPI provenance),47467,0.9426691986777276,159,,,
m2  10 features (+PPI provenance),47468,0.8503841629582467,69,0.7689639222941721,2.0,0.0
m2  10 features (+PPI provenance),47469,0.9308498464633724,705,,,
m2  10 features (+PPI provenance),47470,0.870701433982684,48,0.8028050943092052,5.0,1.0
m2  10 features (+PPI provenance),47473,0.6811925614980652,162,0.3668307199267483,1.0,0.0
m2  10 features (+PPI provenance),47482,0.6384338793447862,7,,,
m2  10 features (+PPI provenance),47483,0.3294478527607362,6,,,
m2  10 features (+PPI provenance),47490,0.8759382546831147,36,,,
m2  10 features (+PPI provenance),47491,0.589947133927384,64,,,
m2  10 features (+PPI provenance),47493,0.6532499736979346,194,0.9347732645604986,1.0,0.0
m2  10 features (+PPI provenance),47495,0.9340280288720668,696,,,
m2  10 features (+PPI provenance),47499,0.6964664616983501,21,0.6829248613212304,15.0,0.0
m2  10 features (+PPI provenance),47502,0.9092686400422988,43,,,
m2  10 features (+PPI provenance),47504,0.890604337476858,19,,,
m2  10 features (+PPI provenance),47517,0.9830900243309002,4,,,
m2  10 features (+PPI provenance),47522,0.684766208645426,63,,,
m2  10 features (+PPI provenance),47523,0.6113838997286472,436,,,
m2  10 features (+PPI provenance),47529,0.9251132780150048,686,,,
m2  10 features (+PPI provenance),47530,0.7206534794768263,41,,,
m2  10 features (+PPI provenance),47537,0.5851259439171594,1081,0.32279019549737215,68.0,1.0
m2  10 features (+PPI provenance),47540,0.9348424638913472,57,,,
m2  10 features (+PPI provenance),47541,0.5703023298857689,503,,,
m2  10 features (+PPI provenance),47542,0.8706811451135242,9,0.6993421052631579,8.0,0.0
m2  10 features (+PPI provenance),47544,0.9274237472766884,680,,,
m2  10 features (+PPI provenance),47551,0.7721373097235166,30,,,
m2  10 features (+PPI provenance),47556,0.932885643035269,50,,,
m2  10 features (+PPI provenance),47567,0.9439855391355442,685,,,
m2  10 features (+PPI provenance),47574,0.9062124652577727,551,,,
m2  10 features (+PPI provenance),47586,0.9545264299371237,38,,,
m2  10 features (+PPI provenance),47589,0.8812316037805618,82,,,
m2  10 features (+PPI provenance),47601,0.6971937799478929,84,,,
m2  10 features (+PPI provenance),47604,0.9254584977356666,621,0.6843617034135964,54.0,5.0
m2  10 features (+PPI provenance),47611,0.6509932478716117,22,0.47288317256162915,2.0,0.0
m2  10 features (+PPI provenance),47612,0.7296102569521495,63,,,
m2  10 features (+PPI provenance),47614,0.6636710652712473,19,0.6006695361071258,1.0,0.0
m2  10 features (+PPI provenance),47623,0.6946489966868787,204,0.7633267436617764,3.0,0.0
m2  10 features (+PPI provenance),47624,0.7337548071253648,269,0.5715547114487538,6.0,0.0
m2  10 features (+PPI provenance),47630,0.9075516912576533,18,,,
m2  10 features (+PPI provenance),47631,0.7642046857636745,89,0.5410549211528004,13.0,0.0
m2  10 features (+PPI provenance),47633,0.8376439424598064,11,0.7303506650544136,1.0,0.0
m2  10 features (+PPI provenance),47641,0.682456686378255,21,,,
m2  10 features (+PPI provenance),47654,0.6870017428458987,35,0.6851119894598156,11.0,0.0
m2  10 features (+PPI provenance),47655,0.6469556677890012,160,0.4409889135254989,50.0,0.0
m2  10 features (+PPI provenance),47662,0.7451798835486851,123,0.7692307692307693,1.0,0.0
m2  10 features (+PPI provenance),47663,0.8341835446234658,26,0.5759291521486644,3.0,0.0
m2  10 features (+PPI provenance),47670,0.595651788484553,7,,,
m2  10 features (+PPI provenance),47673,0.6721470645349213,7,,,
m2  10 features (+PPI provenance),47674,0.8089387464387464,9,,,
m2  10 features (+PPI provenance),47683,0.7061402857581202,39,,,
m2  10 features (+PPI provenance),47684,0.6741634692640811,256,0.4200626127560225,12.0,0.0
m2  10 features (+PPI provenance),47686,0.7467436083848298,18,0.5793284460132139,3.0,0.0
m2  10 features (+PPI provenance),47690,0.7962284610814022,100,,,
m2  10 features (+PPI provenance),47691,0.7304931697152118,16,,,
m2  10 features (+PPI provenance),47700,0.7880705987847153,47,0.6410720367847411,12.0,0.0
m2  10 features (+PPI provenance),47701,0.6893271027284734,74,,,
m2  10 features (+PPI provenance),47703,0.960451442575705,33,0.7779216295529087,2.0,0.0
m2  10 features (+PPI provenance),47704,0.7175882016614537,55,,,
m2  10 features (+PPI provenance),47710,0.8271098878455153,28,0.6620901639344262,1.0,0.0
m2  10 features (+PPI provenance),47712,0.8630215914604561,9,0.8664841182913472,15.0,9.0
m2  10 features (+PPI provenance),47713,0.6931538830958257,66,,,
m2  10 features (+PPI provenance),47714,0.6187771510082345,15,0.8389912706110573,1.0,0.0
m2  10 features (+PPI provenance),47720,0.11353711790393013,2,,,
m2  10 features (+PPI provenance),47722,0.8074606116774792,52,,,
m2  10 features (+PPI provenance),47724,0.653914796715115,126,0.9985650926167493,2.0,2.0
m2  10 features (+PPI provenance),47727,0.7900748292314558,27,0.6174693964826001,26.0,0.0
m2  10 features (+PPI provenance),47729,0.7794874972460895,68,,,
m2  10 features (+PPI provenance),47730,0.6070742984021698,55,,,
m2  10 features (+PPI provenance),47734,0.6419754924903204,38,0.7870355448115319,18.0,2.0
m2  10 features (+PPI provenance),47751,0.9117826664622617,60,,,
m2  10 features (+PPI provenance),47753,0.8716642451216596,55,,,
m2  10 features (+PPI provenance),47766,0.954816585035847,98,,,
m2  10 features (+PPI provenance),47774,0.6790237231702242,99,0.6182710944566482,5.0,0.0
m2  10 features (+PPI provenance),47793,0.8539696073258969,64,,,
m2  10 features (+PPI provenance),47801,0.7372485632183908,18,,,
m2  10 features (+PPI provenance),47803,0.6965498652291106,14,,,
m2  10 features (+PPI provenance),47807,0.9640900195694716,8,,,
m2  10 features (+PPI provenance),47832,0.9277311749986523,513,,,
m2  10 features (+PPI provenance),47833,0.8416053921568627,20,,,
m2  10 features (+PPI provenance),47863,0.6011620342329004,13,0.6536743092298648,40.0,0.0
m2  10 features (+PPI provenance),47864,0.5150884495317378,4,,,
m2  10 features (+PPI provenance),47872,0.7599352051835853,20,,,
m2  10 features (+PPI provenance),47873,0.6743874248728617,35,,,
m2  10 features (+PPI provenance),47878,0.47549251379038615,3,,,
m2  10 features (+PPI provenance),47879,0.9338124606370793,648,,,
m2  10 features (+PPI provenance),47888,0.942766461832569,691,,,
m2  10 features (+PPI provenance),47892,0.9121840399751842,211,,,
m2  10 features (+PPI provenance),47896,0.9051353469108244,31,,,
m2  10 features (+PPI provenance),47898,0.9554362919625405,47,,,
m2  10 features (+PPI provenance),47902,0.530040504050405,11,,,
m2  10 features (+PPI provenance),47907,0.8417010856072404,36,,,
m2  10 features (+PPI provenance),47908,0.6969435695307139,17,,,
m2  10 features (+PPI provenance),47911,0.7578023773308546,60,,,
m2  10 features (+PPI provenance),47928,0.21082802547770702,2,0.6,2.0,0.0
m2  10 features (+PPI provenance),47934,0.7286031000819734,14,,,
m2  10 features (+PPI provenance),47964,0.7216762543943752,12,,,
m2  10 features (+PPI provenance),48080,0.7644999416501342,19,0.7417218543046358,1.0,0.0
m2  10 features (+PPI provenance),48104,0.7141123541939297,107,,,
m2  10 features (+PPI provenance),48144,0.76195145890961,140,,,
m2  10 features (+PPI provenance),48151,0.5798844537815127,10,,,
m2  10 features (+PPI provenance),48180,0.5823465953193561,601,,,
m2  10 features (+PPI provenance),48192,0.901927533617352,55,,,
m2  10 features (+PPI provenance),48193,0.7376335978835978,100,,,
m2  10 features (+PPI provenance),48221,0.7318870109814688,47,,,
m2  10 features (+PPI provenance),48301,0.8019766910420475,48,,,
m2  10 features (+PPI provenance),48305,0.9483026440632426,27,,,
m2  10 features (+PPI provenance),48310,0.8952554914052915,97,,,
m2  10 features (+PPI provenance),48312,0.9164514146427123,345,,,
m2  10 features (+PPI provenance),48319,0.9051689051689051,30,,,
m2  10 features (+PPI provenance),48351,0.9222666879005978,333,,,
m2  10 features (+PPI provenance),48368,0.8128147893772893,28,,,
m2  10 features (+PPI provenance),48402,0.9186167430823926,71,,,
m2  10 features (+PPI provenance),48413,0.8860793976988748,180,0.9159767285746252,1.0,0.0
m2  10 features (+PPI provenance),48428,0.93519304350453,394,,,
m2  10 features (+PPI provenance),48442,0.9301863365133812,38,,,
m2  10 features (+PPI provenance),48449,0.8825434297105685,90,,,
m2  10 features (+PPI provenance),48450,0.9346042196877075,643,,,
m2  10 features (+PPI provenance),48481,0.932339424104905,207,,,
m2  10 features (+PPI provenance),48488,0.9028169997850849,270,,,
m2  10 features (+PPI provenance),48490,0.9404999001697115,108,,,
m2  10 features (+PPI provenance),48493,0.9217095913454566,90,,,
m2  10 features (+PPI provenance),48496,0.9663268690072814,55,,,
m2  10 features (+PPI provenance),48510,0.8970853853450629,41,,,
m2  10 features (+PPI provenance),48511,0.9230720946915352,480,,,
m2  10 features (+PPI provenance),48512,0.9057078678726861,84,,,
m2  10 features (+PPI provenance),48514,0.8640529566257098,86,,,
m2  10 features (+PPI provenance),48515,0.8673133637856238,206,,,
m2  10 features (+PPI provenance),48517,0.903529089618803,359,,,
m2  10 features (+PPI provenance),48524,0.8708864503356029,54,,,
m2  10 features (+PPI provenance),48531,0.9031838037634409,18,,,
m2  10 features (+PPI provenance),48537,0.923408427793145,599,0.998370140982805,1.0,1.0
m2  10 features (+PPI provenance),48543,0.9011941042301573,22,,,
m2  10 features (+PPI provenance),48546,0.9203611708044507,123,,,
m2  10 features (+PPI provenance),48561,0.8301272689338619,40,,,
m2  10 features (+PPI provenance),48563,0.9436457131643733,94,,,
m2  10 features (+PPI provenance),48575,0.7576459576459577,22,,,
m2  10 features (+PPI provenance),48583,0.880518054216222,36,,,
m2  10 features (+PPI provenance),48588,0.9384376083199674,181,,,
m2  10 features (+PPI provenance),48592,0.9188760851116041,51,,,
m2  10 features (+PPI provenance),48600,0.489202594429607,5,,,
m2  10 features (+PPI provenance),48607,0.904736251402918,84,,,
m2  10 features (+PPI provenance),48612,0.8072431577040773,38,,,
m2  10 features (+PPI provenance),48617,0.9527542534523536,18,,,
m2  10 features (+PPI provenance),48619,0.9146602346858812,210,,,
m2  10 features (+PPI provenance),48628,0.941563009624916,44,,,
m2  10 features (+PPI provenance),48634,0.9252836651680583,26,,,
m2  10 features (+PPI provenance),48646,0.9302237879742605,66,,,
m2  10 features (+PPI provenance),48647,0.9125532236717716,150,,,
m2  10 features (+PPI provenance),48650,0.9356857333593852,144,,,
m2  10 features (+PPI provenance),48654,0.8627309407517519,17,,,
m2  10 features (+PPI provenance),48661,0.9017205493453205,184,,,
m2  10 features (+PPI provenance),48662,0.8449604999824445,95,,,
m2  10 features (+PPI provenance),48670,0.8967284767294464,31,,,
m2  10 features (+PPI provenance),48673,0.911734229947768,22,,,
m2  10 features (+PPI provenance),48674,0.7844668619156091,15,,,
m2  10 features (+PPI provenance),48676,0.8527686038336294,64,,,
m2  10 features (+PPI provenance),48681,0.9070309148768493,165,,,
m2  10 features (+PPI provenance),48690,0.8751931098408775,68,,,
m2  10 features (+PPI provenance),48700,0.7608211974110033,15,,,
m2  10 features (+PPI provenance),48701,0.8825326114523261,23,,,
m2  10 features (+PPI provenance),48702,0.9214616670647241,53,,,
m2  10 features (+PPI provenance),48704,0.7830036203775537,24,,,
m2  10 features (+PPI provenance),48711,0.935561694771343,236,,,
m2  10 features (+PPI provenance),48717,0.9109452544421301,29,,,
m2  10 features (+PPI provenance),48727,0.9157754117015021,525,,,
m2  10 features (+PPI provenance),48731,0.9024968012510662,80,,,
m2  10 features (+PPI provenance),48747,0.7295523625310859,33,,,
m2  10 features (+PPI provenance),48748,0.8098885218827415,14,,,
m2  10 features (+PPI provenance),48772,0.8481994459833795,19,,,
m2  10 features (+PPI provenance),48773,0.8188440308714342,108,0.9037656903765691,1.0,0.0
m2  10 features (+PPI provenance),48783,0.7871308016877637,5,,,
m2  10 features (+PPI provenance),48794,0.8045384126984128,35,,,
m2  10 features (+PPI provenance),48822,0.5880627774254914,4,,,
m2  10 features (+PPI provenance),48841,0.5857394588785637,24,0.4173907568316333,3.0,0.0
m2  10 features (+PPI provenance),48843,0.6781533396419841,72,0.6844685553546314,7.0,0.0
m2  10 features (+PPI provenance),48850,0.9149882384334928,218,0.3434827408552293,2.0,0.0
m2  10 features (+PPI provenance),48852,0.7436051159072742,33,0.6705087440381559,5.0,0.0
m2  10 features (+PPI provenance),48872,0.5573267933782955,7,,,
m2  10 features (+PPI provenance),48880,0.6634191649511065,29,,,
m2  10 features (+PPI provenance),48896,0.9039485359361136,2,,,
m2  10 features (+PPI provenance),48911,0.4350698663426488,4,,,
m2  10 features (+PPI provenance),48912,0.6663666366636664,22,,,
m2  10 features (+PPI provenance),48922,0.6896185089099647,7,,,
m2  10 features (+PPI provenance),48941,0.9496541740389255,44,,,
m2  10 features (+PPI provenance),48962,0.6602359882005899,25,,,
m2  10 features (+PPI provenance),48984,0.5666146320239418,49,,,
m2  10 features (+PPI provenance),48986,0.8192811394704139,12,,,
m2  10 features (+PPI provenance),49054,0.6170628515599333,59,,,
m2  10 features (+PPI provenance),49074,0.8427487985582699,44,,,
m2  10 features (+PPI provenance),49123,0.4352755453501722,4,,,
m2  10 features (+PPI provenance),49128,0.9700097554835259,43,,,
m2  10 features (+PPI provenance),49131,0.653124002128792,25,,,
m2  10 features (+PPI provenance),49132,0.6112619897045934,59,,,
m2  10 features (+PPI provenance),49380,0.5589123424215773,18,,,
m2  10 features (+PPI provenance),49543,0.6990546218487395,7,,,
m2  10 features (+PPI provenance),49644,0.6011404944796664,107,0.6080239797094766,2.0,0.0
m2  10 features (+PPI provenance),49670,0.6329348776223777,65,0.7127411374170112,9.0,0.0
m2  10 features (+PPI provenance),49673,0.8993971090288371,13,0.6417687715991204,9.0,0.0
m2  10 features (+PPI provenance),49712,0.9060083467766881,258,,,
m2  10 features (+PPI provenance),49721,0.6839069405827941,138,0.6293048544605369,47.0,2.0
m2  10 features (+PPI provenance),49733,0.7369730316141071,678,,,
m2  10 features (+PPI provenance),49773,0.7169308814204185,20,,,
m2  10 features (+PPI provenance),49842,0.6807236279183474,3,,,
m2  10 features (+PPI provenance),49850,0.6754801078523084,17,,,
m2  10 features (+PPI provenance),49900,0.7962721746681554,12,,,
m2  10 features (+PPI provenance),49941,0.8898064772031398,44,,,
m2  10 features (+PPI provenance),50002,0.6781615999708567,23,0.8968237399343871,7.0,2.0
m2  10 features (+PPI provenance),50033,0.7087362502133673,131,,,
m2  10 features (+PPI provenance),50051,0.8109204285733159,23,,,
m2  10 features (+PPI provenance),50071,0.5595871902329831,57,,,
m2  10 features (+PPI provenance),50730,0.7029392217301164,241,0.8959408157305558,1.0,0.0
m2  10 features (+PPI provenance),51103,0.8636120901420485,21,,,
m2  10 features (+PPI provenance),51180,0.9495400432900433,12,,,
m2  10 features (+PPI provenance),51193,0.5486874660322214,43,,,
m2  10 features (+PPI provenance),51232,0.6949451754385965,48,,,
m2  10 features (+PPI provenance),51234,0.9128436691264128,214,,,
m2  10 features (+PPI provenance),51251,0.7610998786898504,10,,,
m2  10 features (+PPI provenance),51261,0.7364147251497968,277,,,
m2  10 features (+PPI provenance),51273,0.6142384803302164,27,,,
m2  10 features (+PPI provenance),51383,0.8014200641319286,2,,,
m2  10 features (+PPI provenance),51394,0.7295578348041168,176,0.7496257296698873,18.0,3.0
m2  10 features (+PPI provenance),51421,0.752660406885759,45,,,
m2  10 features (+PPI provenance),51431,0.9283472462610298,603,0.9277736898045948,5.0,0.0
m2  10 features (+PPI provenance),51461,0.840834006503863,42,,,
m2  10 features (+PPI provenance),51671,0.946091363148181,29,,,
m2  10 features (+PPI provenance),51692,0.595787419651056,6,,,
m2  10 features (+PPI provenance),51843,,0,,,
m2  10 features (+PPI provenance),52070,0.9048942216608779,15,,,
m2  10 features (+PPI provenance),52112,0.5022038567493113,5,,,
m2  10 features (+PPI provenance),52236,0.7539181375532562,53,0.7330185155541327,6.0,0.0
m2  10 features (+PPI provenance),52274,0.8553264604810996,30,,,
m2  10 features (+PPI provenance),52293,0.8284347759006403,18,,,
m2  10 features (+PPI provenance),52294,0.9026551775182504,74,,,
m2  10 features (+PPI provenance),52352,0.7722489033549687,659,,,
m2  10 features (+PPI provenance),52450,0.6477900552486188,8,,,
m2  10 features (+PPI provenance),52550,0.9256966202170712,533,,,
m2  10 features (+PPI provenance),52620,0.7882577731457356,30,,,
m2  10 features (+PPI provenance),52961,0.6869009805753354,33,,,
m2  10 features (+PPI provenance),53272,0.9177826931355227,674,0.4024010056397732,59.0,0.0
m2  10 features (+PPI provenance),53400,0.729716294587877,71,,,
m2  10 features (+PPI provenance),53708,0.8127251316154059,12,,,
m2  10 features (+PPI provenance),53713,0.9166941224628349,450,,,
m2  10 features (+PPI provenance),53819,0.8803691822531535,32,0.7330306960657155,4.0,0.0
m2  10 features (+PPI provenance),53871,0.8920640837483802,76,0.9887567884925877,5.0,2.0
m2  10 features (+PPI provenance),53913,0.7604034647823114,107,,,
m2  10 features (+PPI provenance),53963,0.773768043802887,16,,,
m2  10 features (+PPI provenance),53982,0.7410777040218665,26,,,
m2  10 features (+PPI provenance),53984,0.9194069819069819,55,,,
m2  10 features (+PPI provenance),54001,0.749277660877485,17,,,
m2  10 features (+PPI provenance),54002,0.6461753184458775,29,,,
m2  10 features (+PPI provenance),54053,0.7095029600589704,727,,,
m2  10 features (+PPI provenance),54062,0.8356891750655957,61,,,
m2  10 features (+PPI provenance),54074,0.7425916533835676,104,,,
m2  10 features (+PPI provenance),54081,0.7712575987841945,56,,,
m2  10 features (+PPI provenance),54090,0.9340598739495798,30,,,
m2  10 features (+PPI provenance),54092,0.8150620453572957,15,,,
m2  10 features (+PPI provenance),54093,0.7888898725212464,180,,,
m2  10 features (+PPI provenance),54094,0.7959901918361459,15,,,
m2  10 features (+PPI provenance),54120,0.6686175219185146,175,,,
m2  10 features (+PPI provenance),54134,0.9179313944771416,129,,,
m2  10 features (+PPI provenance),54140,0.9101881004278679,12,,,
m2  10 features (+PPI provenance),54142,0.8463994714820524,30,,,
m2  10 features (+PPI provenance),54144,0.9137975004056159,733,,,
m2  10 features (+PPI provenance),54151,0.7070743285734006,44,,,
m2  10 features (+PPI provenance),54153,0.8704652658662093,32,,,
m2  10 features (+PPI provenance),54182,0.8525171212303256,14,,,
m2  10 features (+PPI provenance),54210,0.9796839729119639,13,,,
m2  10 features (+PPI provenance),54213,0.8245522275300161,21,,,
m2  10 features (+PPI provenance),54214,0.7697014017957708,231,,,
m2  10 features (+PPI provenance),54224,0.9958219903206291,16,,,
m2  10 features (+PPI provenance),54244,0.8275337686734054,14,,,
m2  10 features (+PPI provenance),54251,0.8515891505116898,102,,,
m2  10 features (+PPI provenance),54260,0.8504384339878968,24,,,
m2  10 features (+PPI provenance),54271,0.8066827443990073,18,,,
m2  10 features (+PPI provenance),54273,0.5016025641025641,13,,,
m2  10 features (+PPI provenance),54291,0.8186193674670528,23,,,
m2  10 features (+PPI provenance),54314,0.8851207186973611,13,,,
m2  10 features (+PPI provenance),54340,0.6635847596112496,56,,,
m2  10 features (+PPI provenance),54351,0.9127326339497392,24,,,
m2  10 features (+PPI provenance),54364,0.9330985915492958,9,,,
m2  10 features (+PPI provenance),54384,0.6905851910828026,12,,,
m2  10 features (+PPI provenance),54391,0.7946123106018721,309,,,
m2  10 features (+PPI provenance),54400,0.7173440923218016,38,,,
m2  10 features (+PPI provenance),54403,0.7666260492824262,48,,,
m2  10 features (+PPI provenance),54410,0.9643119449823062,17,,,
m2  10 features (+PPI provenance),54413,0.7844518507296874,14,,,
m2  10 features (+PPI provenance),54420,0.7956374169763291,52,,,
m2  10 features (+PPI provenance),54434,0.9448058761804827,25,,,
m2  10 features (+PPI provenance),54443,0.8494705730268416,105,,,
m2  10 features (+PPI provenance),54452,0.8608247422680413,6,,,
m2  10 features (+PPI provenance),54480,0.9020005947221217,93,,,
m2  10 features (+PPI provenance),54481,0.8866121617987887,29,,,
m2  10 features (+PPI provenance),54484,0.8324704142011834,10,,,
m2  10 features (+PPI provenance),54502,0.9255872842440976,44,,,
m2  10 features (+PPI provenance),54524,0.9194105757318902,7,,,
m2  10 features (+PPI provenance),54531,0.9147014731096887,38,,,
m2  10 features (+PPI provenance),54534,0.6240780034353844,12,,,
m2  10 features (+PPI provenance),54553,0.9132495332378099,675,,,
m2  10 features (+PPI provenance),54554,0.8859169248122215,243,,,
m2  10 features (+PPI provenance),54562,0.9144981258816759,174,,,
m2  10 features (+PPI provenance),54564,0.7005851638458769,20,,,
m2  10 features (+PPI provenance),54570,0.6504824471361117,25,,,
m2  10 features (+PPI provenance),54590,0.8546248209605285,29,,,
m2  10 features (+PPI provenance),54624,0.7464932093798773,43,,,
m2  10 features (+PPI provenance),54653,0.6598244255099406,18,,,
m2  10 features (+PPI provenance),54682,0.7069449227943286,24,,,
m2  10 features (+PPI provenance),54732,0.6312620544235362,220,,,
m2  10 features (+PPI provenance),54741,0.9334783604305015,33,,,
m2  10 features (+PPI provenance),54743,0.4262149066552658,18,,,
m2  10 features (+PPI provenance),54751,0.8027163904235728,8,,,
m2  10 features (+PPI provenance),54752,0.8630577265727245,61,,,
m2  10 features (+PPI provenance),54762,0.6334061771561772,16,,,
m2  10 features (+PPI provenance),54774,0.9593246815669311,38,,,
m2  10 features (+PPI provenance),54781,0.8872077845021953,12,,,
m2  10 features (+PPI provenance),54782,0.6280470277107049,12,,,
m2  10 features (+PPI provenance),54794,0.8291519023355663,23,,,
m2  10 features (+PPI provenance),54802,0.7928032784328405,52,,,
m2  10 features (+PPI provenance),54814,0.9655493482309124,15,,,
m2  10 features (+PPI provenance),54841,0.45161290322580644,2,,,
m2  10 features (+PPI provenance),54842,0.7190237827337161,66,,,
m2  10 features (+PPI provenance),54844,0.6323889029429125,12,,,
m2  10 features (+PPI provenance),54860,0.6536585365853659,2,,,
m2  10 features (+PPI provenance),54862,0.4248715753424658,4,,,
m2  10 features (+PPI provenance),54863,0.626891278603635,46,,,
m2  10 features (+PPI provenance),54870,0.7182328198780543,33,,,
m2  10 features (+PPI provenance),54880,0.6820198836081475,20,,,
m2  10 features (+PPI provenance),54881,0.9316806094369572,685,,,
m2  10 features (+PPI provenance),54882,0.8921986632864716,24,,,
m2  10 features (+PPI provenance),54883,0.9130183459625439,165,,,
m2  10 features (+PPI provenance),54890,0.6515525704349967,27,,,
m2  10 features (+PPI provenance),54891,0.6556119725485008,452,,,
m2  10 features (+PPI provenance),54892,0.9107724712563422,31,,,
m2  10 features (+PPI provenance),54893,0.8814549064362786,116,,,
m2  10 features (+PPI provenance),54894,0.6729369753587869,16,,,
m2  10 features (+PPI provenance),54900,0.5452307723033293,56,,,
m2  10 features (+PPI provenance),54902,0.8124592532553345,29,,,
m2  10 features (+PPI provenance),54904,0.6328061330849066,527,,,
m2  10 features (+PPI provenance),54930,0.8510630551914956,18,,,
m2  10 features (+PPI provenance),54933,0.6809508629888215,153,,,
m2  10 features (+PPI provenance),54944,0.9146006125066305,284,,,
m2  10 features (+PPI provenance),54950,0.7084286120684227,67,,,
m2  10 features (+PPI provenance),54952,0.6497350069735007,10,,,
m2  10 features (+PPI provenance),54973,0.7129148367143531,203,,,
m2  10 features (+PPI provenance),54974,0.5771750222784373,43,,,
m2  10 features (+PPI provenance),54984,0.9085526315789474,19,,,
m2  10 features (+PPI provenance),54990,0.7097389655842893,148,,,
m2  10 features (+PPI provenance),54991,0.7256563613929257,28,,,
m2  10 features (+PPI provenance),55000,0.88379938786867,12,,,
m2  10 features (+PPI provenance),55030,0.9089976675634313,279,,,
m2  10 features (+PPI provenance),55050,0.8567593177511055,28,,,
m2  10 features (+PPI provenance),55054,0.6597627253446448,16,,,
m2  10 features (+PPI provenance),55060,0.6879656214228077,31,,,
m2  10 features (+PPI provenance),55082,0.9019767892364047,80,,,
m2  10 features (+PPI provenance),55101,0.6705984564216272,48,,,
m2  10 features (+PPI provenance),55104,0.786415661410515,107,,,
m2  10 features (+PPI provenance),55111,0.7570469411312043,184,,,
m2  10 features (+PPI provenance),55133,0.7897269471799463,4,,,
m2  10 features (+PPI provenance),55152,0.9762467634808061,18,,,
m2  10 features (+PPI provenance),55162,0.7951123178316161,140,,,
m2  10 features (+PPI provenance),55194,0.9504538577912254,22,,,
m2  10 features (+PPI provenance),55201,0.5277426160337553,26,,,
m2  10 features (+PPI provenance),55203,0.9186741698483186,193,,,
m2  10 features (+PPI provenance),55204,0.9159334047115387,187,,,
m3  12 features (+GO metapaths),28083,0.7762408703646063,95,,,
m3  12 features (+GO metapaths),28133,0.6779673714227908,335,,,
m3  12 features (+GO metapaths),28293,0.9403807163775625,69,,,
m3  12 features (+GO metapaths),28302,0.6031022187004754,25,0.9989154013015185,2.0,2.0
m3  12 features (+GO metapaths),28400,0.9554415516206483,68,,,
m3  12 features (+GO metapaths),28611,0.8557556055680586,18,,,
m3  12 features (+GO metapaths),28650,0.7940587986638927,85,,,
m3  12 features (+GO metapaths),36560,0.9276167960012432,62,,,
m3  12 features (+GO metapaths),36564,0.8718245980584504,26,,,
m3  12 features (+GO metapaths),36637,0.7462959880139837,61,0.5492168178070899,3.0,0.0
m3  12 features (+GO metapaths),36818,0.9223193321158362,16,,,
m3  12 features (+GO metapaths),37110,0.7418769831113899,59,0.9837542222937108,1.0,0.0
m3  12 features (+GO metapaths),37111,0.9961763143919278,7,,,
m3  12 features (+GO metapaths),37143,0.709400906535017,762,0.8333782642296148,34.0,3.0
m3  12 features (+GO metapaths),37230,0.68830164234272,46,0.5903585102680126,5.0,0.0
m3  12 features (+GO metapaths),37243,0.8279452512819834,154,,,
m3  12 features (+GO metapaths),37323,0.5808170515097691,4,,,
m3  12 features (+GO metapaths),37342,0.9260148191910986,22,,,
m3  12 features (+GO metapaths),37454,0.9564021164021164,3,,,
