model,disease_index,auc_assoc,n_assoc,auc_drug,n_drug,hits_at_50
m1   7 features,49721,0.6682276931866691,138,0.7460017927065151,47.0,0.0
m1   7 features,49733,0.7252700422136733,678,,,
m1   7 features,49773,0.6920735573874445,20,,,
m1   7 features,49842,0.5916147170272583,3,,,
m1   7 features,49850,0.7035162053595994,17,,,
m1   7 features,49900,0.7970785262374396,12,,,
m1   7 features,49941,0.856416662027501,44,,,
m1   7 features,50002,0.6505892424546001,23,0.8846107963018193,7.0,2.0
m1   7 features,50033,0.6863579886706919,131,,,
m1   7 features,50051,0.8194152695757864,23,,,
m1   7 features,50071,0.5440512790604023,57,,,
m1   7 features,50730,0.6967831880933997,241,0.9105421979947435,1.0,0.0
m1   7 features,51103,0.8277566713965304,21,,,
m1   7 features,51180,0.9434974747474747,12,,,
m1   7 features,51193,0.49619370850230127,43,,,
m1   7 features,51232,0.6572441520467837,48,,,
m1   7 features,51234,0.8649533227250967,214,,,
m1   7 features,51251,0.7265264860493328,10,,,
m1   7 features,51261,0.7138798253949614,277,,,
m1   7 features,51273,0.6264952405020638,27,,,
m1   7 features,51383,0.9031149793861658,2,,,
m1   7 features,51394,0.7075439007902404,176,0.7410772695249598,18.0,4.0
m1   7 features,51421,0.7400253372084358,45,,,
m1   7 features,51431,0.8885021295995736,603,0.9662496934020113,5.0,0.0
m1   7 features,51461,0.823194349510139,42,,,
m1   7 features,51671,0.9371969594277552,29,,,
m1   7 features,51692,0.6299931129476584,6,,,
m1   7 features,51843,,0,,,
m1   7 features,52070,0.8623723818545417,15,,,
m1   7 features,52112,0.5110192837465565,5,,,
m1   7 features,52236,0.7319841752891053,53,0.6560749159596606,6.0,0.0
m1   7 features,52274,0.8307336022710294,30,,,
m1   7 features,52293,0.747724292216308,18,,,
m1   7 features,52294,0.8494113889040381,74,,,
m1   7 features,52352,0.7562167792002993,659,,,
m1   7 features,52450,0.6679770505737357,8,,,
m1   7 features,52550,0.8853229494475897,533,,,
m1   7 features,52620,0.7780745179781136,30,,,
m1   7 features,52961,0.6588227559910592,33,,,
m1   7 features,53272,0.8811256088779068,674,0.40783059254909887,59.0,0.0
m1   7 features,53400,0.7082155892429297,71,,,
m1   7 features,53708,0.7877528401219174,12,,,
m1   7 features,53713,0.8760421721029144,450,,,
m1   7 features,53819,0.8195037244454111,32,0.8055555555555556,4.0,0.0
m1   7 features,53871,0.8510778856812753,76,0.9927785116688683,5.0,3.0
m1   7 features,53913,0.7527416229769774,107,,,
m1   7 features,53963,0.7155378919860628,16,,,
m1   7 features,53982,0.7034283483014447,26,,,
m1   7 features,53984,0.8647796647796647,55,,,
m1   7 features,54001,0.7164033792908514,17,,,
m1   7 features,54002,0.6379943239354048,29,,,
m1   7 features,54053,0.6927905541432333,727,,,
m1   7 features,54062,0.8580940338978096,61,,,
m1   7 features,54074,0.7210918428767291,104,,,
m1   7 features,54081,0.7726426499032882,56,,,
m1   7 features,54090,0.9456845238095238,30,,,
m1   7 features,54092,0.7557980316645272,15,,,
m1   7 features,54093,0.7681994937572133,180,,,
m1   7 features,54094,0.8048463868455215,15,,,
m1   7 features,54120,0.6401025012893244,175,,,
m1   7 features,54134,0.8756244160921167,129,,,
m1   7 features,54140,0.8698030192944216,12,,,
m1   7 features,54142,0.8427145269030316,30,,,
m1   7 features,54144,0.8775680147060914,733,,,
m1   7 features,54151,0.7088554688099146,44,,,
m1   7 features,54153,0.8859991423670669,32,,,
m1   7 features,54182,0.828847771236333,14,,,
m1   7 features,54210,0.9795103316548012,13,,,
m1   7 features,54213,0.763572648976603,21,,,
m1   7 features,54214,0.7536793646297318,231,,,
m1   7 features,54224,0.9949712643678161,16,,,
m1   7 features,54244,0.7813757938992755,14,,,
m1   7 features,54251,0.8531223132817484,102,,,
m1   7 features,54260,0.8450351982215636,24,,,
m1   7 features,54271,0.7818845898430673,18,,,
m1   7 features,54273,0.5573600687929956,13,,,
m1   7 features,54291,0.8196785048733728,23,,,
m1   7 features,54314,0.8889107243121842,13,,,
m1   7 features,54340,0.640827922077922,56,,,
m1   7 features,54351,0.8963815789473685,24,,,
m1   7 features,54364,0.9645713788906277,9,,,
m1   7 features,54384,0.6980161889596603,12,,,
m1   7 features,54391,0.7784846943459854,309,,,
m1   7 features,54400,0.7225537524838233,38,,,
m1   7 features,54403,0.7796946926617926,48,,,
m1   7 features,54410,0.9199105294785338,17,,,
m1   7 features,54413,0.7212543554006968,14,,,
m1   7 features,54420,0.7659061649647424,52,,,
m1   7 features,54434,0.8961007345225603,25,,,
m1   7 features,54443,0.8142005123865933,105,,,
m1   7 features,54452,0.8953452046235552,6,,,
m1   7 features,54480,0.8772642221343231,93,,,
m1   7 features,54481,0.8231494167509635,29,,,
m1   7 features,54484,0.8438609467455621,10,,,
m1   7 features,54502,0.8805129416628523,44,,,
m1   7 features,54524,0.9062398122188172,7,,,
m1   7 features,54531,0.8585935886962844,38,,,
m1   7 features,54534,0.5725598666262504,12,,,
m1   7 features,54553,0.8741106707109052,675,,,
m1   7 features,54554,0.8430677832190071,243,,,
m1   7 features,54562,0.87663316934798,174,,,
m1   7 features,54564,0.6517599927979835,20,,,
m1   7 features,54570,0.6283966331348799,25,,,
m1   7 features,54590,0.8706774756165291,29,,,
m1   7 features,54624,0.7374317787450198,43,,,
m1   7 features,54653,0.6121152135869409,18,,,
m1   7 features,54682,0.6438457895643189,24,,,
m1   7 features,54732,0.6192623442293663,220,,,
m1   7 features,54741,0.8781867796351424,33,,,
m1   7 features,54743,0.3798988171583298,18,,,
m1   7 features,54751,0.8138428483732351,8,,,
m1   7 features,54752,0.8302905513011211,61,,,
m1   7 features,54762,0.5876602564102564,16,,,
m1   7 features,54774,0.9612923576063447,38,,,
m1   7 features,54781,0.8624658834697995,12,,,
m1   7 features,54782,0.5581234908589169,12,,,
m1   7 features,54794,0.8174676046866514,23,,,
m1   7 features,54802,0.7736368457171376,52,,,
m1   7 features,54814,0.9636871508379888,15,,,
m1   7 features,54841,0.3247472315840154,2,,,
m1   7 features,54842,0.700184164719233,66,,,
m1   7 features,54844,0.534045872333249,12,,,
m1   7 features,54860,0.5465631929046563,2,,,
m1   7 features,54862,0.4726027397260274,4,,,
m1   7 features,54863,0.6466021345612086,46,,,
m1   7 features,54870,0.7091069545683767,33,,,
m1   7 features,54880,0.6280916585838991,20,,,
m1   7 features,54881,0.8922559095895616,685,,,
m1   7 features,54882,0.8330836598294538,24,,,
m1   7 features,54883,0.867898103142091,165,,,
m1   7 features,54890,0.5908576836079952,27,,,
m1   7 features,54891,0.6372511134474748,452,,,
m1   7 features,54892,0.8325245542987478,31,,,
m1   7 features,54893,0.8386308760280691,116,,,
m1   7 features,54894,0.6625795423774709,16,,,
m1   7 features,54900,0.5382669109863993,56,,,
m1   7 features,54902,0.7622108082392121,29,,,
m1   7 features,54904,0.6295859448166262,527,,,
m1   7 features,54930,0.8493034318722392,18,,,
m1   7 features,54933,0.6380083638730617,153,,,
m1   7 features,54944,0.8826920767320398,284,,,
m1   7 features,54950,0.6864672708044239,67,,,
m1   7 features,54952,0.5504323570432357,10,,,
m1   7 features,54973,0.6834906384073096,203,,,
m1   7 features,54974,0.5356490930520021,43,,,
m1   7 features,54984,0.9181798245614035,19,,,
m1   7 features,54990,0.703300381807576,148,,,
m1   7 features,54991,0.7214662736495749,28,,,
m1   7 features,55000,0.8731218697829716,12,,,
m1   7 features,55030,0.8680963979484743,279,,,
m1   7 features,55050,0.8771207472249797,28,,,
m1   7 features,55054,0.6248343054082715,16,,,
m1   7 features,55060,0.6851758023857332,31,,,
m1   7 features,55082,0.8578464003944773,80,,,
m1   7 features,55101,0.678833361760191,48,,,
m1   7 features,55104,0.7718314753955434,107,,,
m1   7 features,55111,0.7187581762216237,184,,,
m1   7 features,55133,0.6878357206803939,4,,,
m1   7 features,55152,0.9747551502870652,18,,,
m1   7 features,55162,0.7691483337974566,140,,,
m1   7 features,55194,0.9141337734378582,22,,,
m1   7 features,55201,0.49133803959753325,26,,,
m1   7 features,55203,0.8827932707008425,193,,,
m1   7 features,55204,0.8779905977010831,187,,,
m2  10 features (+PPI provenance),28083,0.7115679447553004,95,,,
m2  10 features (+PPI provenance),28133,0.6623104936938317,335,,,
m2  10 features (+PPI provenance),28293,0.8995588345723511,69,,,
m2  10 features (+PPI provenance),28302,0.5484231378763866,25,0.9914218102938277,2.0,1.0
m2  10 features (+PPI provenance),28400,0.9426794155162065,68,,,
m2  10 features (+PPI provenance),28611,0.856109860798533,18,,,
m2  10 features (+PPI provenance),28650,0.7802750126399721,85,,,
m2  10 features (+PPI provenance),36560,0.9313439756242963,62,,,
m2  10 features (+PPI provenance),36564,0.7704410528193237,26,,,
m2  10 features (+PPI provenance),36637,0.7777456355563318,61,0.720527617477329,3.0,0.0
m2  10 features (+PPI provenance),36818,0.8540797025828333,16,,,
m2  10 features (+PPI provenance),37110,0.7154721903456702,59,0.9589834325237253,1.0,0.0
m2  10 features (+PPI provenance),37111,0.9343600637280934,7,,,
m2  10 features (+PPI provenance),37143,0.6792047609221931,762,0.7527576337592782,34.0,1.0
m2  10 features (+PPI provenance),37230,0.642824753267538,46,0.447615732683606,5.0,0.0
m2  10 features (+PPI provenance),37243,0.7730496307159576,154,,,
m2  10 features (+PPI provenance),37323,0.6816163410301954,4,,,
m2  10 features (+PPI provenance),37342,0.846441670974571,22,,,
m2  10 features (+PPI provenance),37454,0.7705820105820106,3,,,
m2  10 features (+PPI provenance),37461,0.8932201085237981,346,0.9664242774262988,11.0,2.0
m2  10 features (+PPI provenance),37492,0.9477784360189574,16,,,
m2  10 features (+PPI provenance),37525,0.6946477839088644,53,0.7128958793916309,11.0,1.0
m2  10 features (+PPI provenance),37534,0.8641957955226657,70,,,
m2  10 features (+PPI provenance),37550,0.9244450914288171,47,,,
m2  10 features (+PPI provenance),37570,0.8620048157872524,66,,,
m2  10 features (+PPI provenance),37584,0.6185535154500672,22,,,
m2  10 features (+PPI provenance),37630,0.7300414566718088,221,,,
m2  10 features (+PPI provenance),37785,0.6504805591961555,14,,,
m2  10 features (+PPI provenance),37813,0.7502463054187192,14,,,
m2  10 features (+PPI provenance),37861,0.668931889399048,133,0.9873401696417268,1.0,0.0
m2  10 features (+PPI provenance),37922,0.6655668572152801,109,,,
m2  10 features (+PPI provenance),38222,0.5972865298952256,30,,,
m2  10 features (+PPI provenance),38232,0.6141206413611763,310,0.8032041200234372,27.0,1.0
m2  10 features (+PPI provenance),38250,0.7127822996675456,13,,,
m2  10 features (+PPI provenance),38404,0.8464769839028523,16,0.8722566122678672,3.0,0.0
m2  10 features (+PPI provenance),38520,0.9922196796338673,2,,,
m2  10 features (+PPI provenance),38840,0.9970660146699266,2,,,
m2  10 features (+PPI provenance),38860,0.90603421217828,18,,,
m2  10 features (+PPI provenance),38912,0.9479558756336894,59,0.707813017359633,27.0,4.0
m2  10 features (+PPI provenance),38913,0.9390711955478794,18,,,
m2  10 features (+PPI provenance),38914,0.868324209245742,20,,,
m2  10 features (+PPI provenance),38964,0.8887994206053954,101,,,
m2  10 features (+PPI provenance),38970,0.8764884618543155,22,,,
m2  10 features (+PPI provenance),39067,0.6058594313753788,13,,,
m2  10 features (+PPI provenance),39154,0.6889844622659809,47,,,
m2  10 features (+PPI provenance),39167,0.8792575980503361,53,0.8979904632152589,3.0,0.0
m2  10 features (+PPI provenance),39191,0.8338659160649615,39,0.9817351598173516,2.0,1.0
m2  10 features (+PPI provenance),39234,0.9981357196122297,10,,,
m2  10 features (+PPI provenance),39263,0.3311182401466544,2,,,
m2  10 features (+PPI provenance),39282,0.9545816733067729,15,,,
m2  10 features (+PPI provenance),39300,0.7362602089946146,11,,,
m2  10 features (+PPI provenance),39310,0.7408306743062422,124,0.9874901237819331,1.0,0.0
m2  10 features (+PPI provenance),39444,0.7609145220588235,17,,,
m2  10 features (+PPI provenance),39510,0.7092936140593643,202,0.728531316256948,9.0,0.0
m2  10 features (+PPI provenance),39587,0.6617973779392028,43,,,
m2  10 features (+PPI provenance),39599,0.9026076409945422,34,,,
m2  10 features (+PPI provenance),39719,0.6622710807003421,20,0.37710505212510026,1.0,0.0
m2  10 features (+PPI provenance),39767,0.9187517200126456,196,,,
m2  10 features (+PPI provenance),39833,0.736577276677334,256,0.760652570569926,1.0,0.0
m2  10 features (+PPI provenance),40042,0.9180772801453866,343,,,
m2  10 features (+PPI provenance),40056,0.9240322028091812,21,,,
m2  10 features (+PPI provenance),40072,0.6817905658025922,16,,,
m2  10 features (+PPI provenance),40154,0.7117429496070273,9,,,
m2  10 features (+PPI provenance),40170,0.6767641325536062,15,0.50990387416254,2.0,0.0
m2  10 features (+PPI provenance),40213,0.6719085205424004,15,,,
m2  10 features (+PPI provenance),40234,0.2128668171557562,7,,,
m2  10 features (+PPI provenance),40442,0.8965804638757918,78,0.8622655734615022,3.0,0.0
m2  10 features (+PPI provenance),40767,0.3310689310689311,5,,,
m2  10 features (+PPI provenance),40769,0.9233269576151594,447,,,
m2  10 features (+PPI provenance),40787,0.6627343244990304,13,0.7532522624434389,17.0,0.0
m2  10 features (+PPI provenance),40953,0.7978732336149216,34,0.7874427730542839,1.0,0.0
m2  10 features (+PPI provenance),41049,0.9444280421706567,683,,,
m2  10 features (+PPI provenance),41102,0.7764316782098323,39,,,
m2  10 features (+PPI provenance),41140,0.8928313938780673,134,,,
m2  10 features (+PPI provenance),41141,0.6051858604274284,6,,,
m2  10 features (+PPI provenance),41231,0.7939479079656769,13,,,
m2  10 features (+PPI provenance),41287,0.90679287761443,183,0.495655987205283,21.0,0.0
m2  10 features (+PPI provenance),41293,0.622931274152407,454,,,
m2  10 features (+PPI provenance),41313,0.8055198268289623,26,,,
m2  10 features (+PPI provenance),41324,0.9199073989682641,105,0.6885782647021785,1.0,0.0
m2  10 features (+PPI provenance),41370,0.8383161399128283,19,,,
m2  10 features (+PPI provenance),41371,0.9968633208756006,8,,,
m2  10 features (+PPI provenance),41400,0.7338095363610005,11,0.8205555555555556,40.0,0.0
m2  10 features (+PPI provenance),41402,0.6034998588766582,10,0.41047297297297297,1.0,0.0
m2  10 features (+PPI provenance),41416,0.899988761158564,345,,,
m2  10 features (+PPI provenance),41448,0.8073537502292316,21,,,
m2  10 features (+PPI provenance),41503,0.930952380952381,28,,,
m2  10 features (+PPI provenance),41554,0.8278066431915898,108,,,
m2  10 features (+PPI provenance),41562,0.748418166845611,86,0.7122195985832349,3.0,0.0
m2  10 features (+PPI provenance),41563,0.7876508226691042,40,,,
m2  10 features (+PPI provenance),41590,0.5278537252221462,11,0.5352059925093633,1.0,0.0
m2  10 features (+PPI provenance),41613,0.923191948824512,27,,,
m2  10 features (+PPI provenance),41628,0.9803056958121045,23,,,
m2  10 features (+PPI provenance),41675,0.9476543952920721,63,,,
m2  10 features (+PPI provenance),41676,0.9198001948484796,41,,,
m2  10 features (+PPI provenance),41681,0.9080495276340516,46,,,
m2  10 features (+PPI provenance),41683,0.9087180436056372,54,,,
m2  10 features (+PPI provenance),41684,0.8719202314083315,98,,,
m2  10 features (+PPI provenance),41688,0.8893755413554724,43,,,
m2  10 features (+PPI provenance),41690,0.9188852710208772,46,,,
m2  10 features (+PPI provenance),41691,0.8830798220680446,177,,,
m2  10 features (+PPI provenance),41692,0.8742896021772193,155,,,
m2  10 features (+PPI provenance),41694,0.8850886937824762,50,,,
m2  10 features (+PPI provenance),41695,0.8824696089308302,206,,,
m2  10 features (+PPI provenance),41696,0.9112908243176392,447,,,
m2  10 features (+PPI provenance),41712,0.589657567832625,38,0.7381946592432209,12.0,0.0
m2  10 features (+PPI provenance),41713,0.8763097949886105,20,,,
m2  10 features (+PPI provenance),41731,0.7070456929611859,21,,,
m2  10 features (+PPI provenance),41740,0.8540396907982756,14,,,
m2  10 features (+PPI provenance),41790,0.8275862068965517,29,,,
m2  10 features (+PPI provenance),41854,0.8752555835168292,24,,,
m2  10 features (+PPI provenance),41863,0.6876539589442815,11,,,
m2  10 features (+PPI provenance),41880,0.7826096539563588,20,,,
m2  10 features (+PPI provenance),42001,0.9257056315666875,570,0.980860447699093,1.0,0.0
m2  10 features (+PPI provenance),42106,0.871470262466865,52,0.9981543893436046,2.0,2.0
m2  10 features (+PPI provenance),42110,0.8383448873483536,20,,,
m2  10 features (+PPI provenance),42263,0.7505401234567901,15,,,
m2  10 features (+PPI provenance),42290,0.8750183466436434,25,,,
m2  10 features (+PPI provenance),42291,0.9059328481403327,44,,,
m2  10 features (+PPI provenance),42351,0.8557288182114491,17,,,
m2  10 features (+PPI provenance),42371,0.6180375066293774,47,,,
m2  10 features (+PPI provenance),42380,0.931364724660814,16,,,
m2  10 features (+PPI provenance),42413,0.8151498870336695,60,,,
m2  10 features (+PPI provenance),42432,0.6935233498065356,154,0.6483113069016153,3.0,1.0
m2  10 features (+PPI provenance),42464,0.8568250758341759,10,,,
m2  10 features (+PPI provenance),42470,0.7759912581954418,2,,,
m2  10 features (+PPI provenance),42484,0.8497565763643502,50,,,
m2  10 features (+PPI provenance),42487,0.7667116430903156,25,,,
m2  10 features (+PPI provenance),42494,0.7165040272614622,36,,,
m2  10 features (+PPI provenance),42502,0.9066140804206899,45,,,
m2  10 features (+PPI provenance),42504,0.8890269516046119,90,0.36645667337542387,19.0,0.0
m2  10 features (+PPI provenance),42510,0.9438448036467475,82,,,
m2  10 features (+PPI provenance),42523,0.6008653876224476,571,0.4133207639970489,20.0,0.0
m2  10 features (+PPI provenance),42550,0.857446641351316,35,0.5464318834302342,33.0,2.0
m2  10 features (+PPI provenance),42560,0.7239296883424997,11,0.6483234714003945,3.0,0.0
m2  10 features (+PPI provenance),42562,0.9031826220303979,88,,,
m2  10 features (+PPI provenance),42563,0.8399004001691133,101,,,
m2  10 features (+PPI provenance),42570,0.9191360558177714,285,,,
m2  10 features (+PPI provenance),42571,0.7704139610389611,8,0.6829228775113415,2.0,0.0
m2  10 features (+PPI provenance),42581,,0,,,
m2  10 features (+PPI provenance),42590,0.9297529508055484,600,,,
m2  10 features (+PPI provenance),42601,0.593041475748439,146,0.8186363636363636,1.0,0.0
m2  10 features (+PPI provenance),42603,0.6683187984496124,25,0.6140464264555394,27.0,2.0
m2  10 features (+PPI provenance),42612,0.921066796229345,39,,,
m2  10 features (+PPI provenance),42664,0.9322036799315362,57,,,
m2  10 features (+PPI provenance),42714,0.9387656519350622,22,,,
m2  10 features (+PPI provenance),42754,0.7463579408212561,32,,,
m2  10 features (+PPI provenance),42762,0.9222770773356509,446,,,
m2  10 features (+PPI provenance),42770,0.6094908799358589,6,,,
m2  10 features (+PPI provenance),42771,0.8507120699379582,12,,,
m2  10 features (+PPI provenance),42790,0.5658604489298764,7,0.978322528363047,2.0,1.0
m2  10 features (+PPI provenance),42800,0.744970703125,16,,,
m2  10 features (+PPI provenance),42841,0.649011199319535,16,,,
m2  10 features (+PPI provenance),42877,0.6898275862068965,36,0.4437017994858612,1.0,0.0
m2  10 features (+PPI provenance),42902,0.9167315680166147,18,0.9714396585176562,3.0,0.0
m2  10 features (+PPI provenance),42911,0.8481934130500526,41,,,
m2  10 features (+PPI provenance),42929,0.9076672767947935,17,,,
m2  10 features (+PPI provenance),42934,0.6047929031846321,9,0.6140401146131805,1.0,0.0
m2  10 features (+PPI provenance),42940,0.9426199233221715,661,0.47084442293733364,1.0,0.0
m2  10 features (+PPI provenance),42973,0.5979544750163573,71,,,
m2  10 features (+PPI provenance),43013,0.7091365059579456,21,,,
m2  10 features (+PPI provenance),43040,0.7372644788384453,317,0.565183833847881,2.0,0.0
m2  10 features (+PPI provenance),43065,0.9360119227438423,45,,,
m2  10 features (+PPI provenance),43153,0.6610099337748344,4,,,
m2  10 features (+PPI provenance),43180,0.6109783730425808,19,,,
m2  10 features (+PPI provenance),43270,0.7894140381359708,36,,,
m2  10 features (+PPI provenance),43284,0.7657255000156789,414,0.5680420579256704,23.0,0.0
m2  10 features (+PPI provenance),43291,0.7857409814754631,34,,,
m2  10 features (+PPI provenance),43370,0.9835280332033346,38,,,
m2  10 features (+PPI provenance),43509,0.8781919708162669,64,,,
m2  10 features (+PPI provenance),43512,0.5715602480308363,6,,,
m2  10 features (+PPI provenance),43519,0.658568189180434,10,,,
m2  10 features (+PPI provenance),43531,0.6185228065488118,17,,,
m2  10 features (+PPI provenance),43541,0.9132136253229475,105,,,
m2  10 features (+PPI provenance),43566,0.7806278713629403,8,,,
m2  10 features (+PPI provenance),43632,0.7404045643153527,12,0.5858690046415678,1.0,0.0
m2  10 features (+PPI provenance),43641,0.7765151515151515,8,,,
m2  10 features (+PPI provenance),43664,0.47917790666306986,8,,,
m2  10 features (+PPI provenance),43742,0.597555505718771,65,,,
m2  10 features (+PPI provenance),43780,0.6501920178390767,22,,,
m2  10 features (+PPI provenance),43790,0.882051053396787,264,,,
m2  10 features (+PPI provenance),43791,0.5476824034334764,38,,,
m2  10 features (+PPI provenance),43830,0.8510740621994229,37,,,
m2  10 features (+PPI provenance),43832,0.7033539919795844,10,,,
m2  10 features (+PPI provenance),43844,0.5913645490017805,14,,,
m2  10 features (+PPI provenance),43861,0.7076806139518061,96,0.4370563814115441,2.0,0.0
m2  10 features (+PPI provenance),43863,0.5941758015987829,510,,,
m2  10 features (+PPI provenance),43870,0.6023630136986301,24,,,
m2  10 features (+PPI provenance),43885,0.8257927184368536,22,0.7853529799868045,2.0,0.0
m2  10 features (+PPI provenance),43931,0.6829005032907471,82,,,
m2  10 features (+PPI provenance),43954,0.6756922675026124,75,,,
m2  10 features (+PPI provenance),44004,0.9440638116249719,688,,,
m2  10 features (+PPI provenance),44154,0.9152959411023928,15,,,
m2  10 features (+PPI provenance),44155,0.8125618199802176,14,,,
m2  10 features (+PPI provenance),44182,0.7003545079314858,31,,,
m2  10 features (+PPI provenance),44220,0.5694682675814752,2,0.8654670094258783,1.0,0.0
m2  10 features (+PPI provenance),44274,0.9475435637998876,25,,,
m2  10 features (+PPI provenance),44322,0.8775529590576613,66,,,
m2  10 features (+PPI provenance),44406,0.7228672313841279,106,0.6304629520556013,1.0,0.0
m2  10 features (+PPI provenance),44410,0.5829820366912382,253,0.42639695573803327,6.0,0.0
m2  10 features (+PPI provenance),44413,0.650644760722132,38,,,
m2  10 features (+PPI provenance),44414,0.7488232165678407,42,,,
m2  10 features (+PPI provenance),44438,0.912159729420108,23,,,
m2  10 features (+PPI provenance),44440,0.9682881945089875,23,,,
m2  10 features (+PPI provenance),44483,0.8767482958848776,20,,,
m2  10 features (+PPI provenance),44543,0.5485439098632502,22,0.7021885103208158,3.0,0.0
m2  10 features (+PPI provenance),44567,0.9047972254739703,84,,,
m2  10 features (+PPI provenance),44618,0.7941682217424013,38,,,
m2  10 features (+PPI provenance),44644,0.8895015210176991,16,,,
m2  10 features (+PPI provenance),44668,0.8802081664674545,254,,,
m2  10 features (+PPI provenance),44942,0.723670920171038,28,0.8608899297423888,1.0,0.0
m2  10 features (+PPI provenance),44971,0.8905248183711832,27,,,
m2  10 features (+PPI provenance),44982,0.8503472222222223,15,,,
m2  10 features (+PPI provenance),44989,0.9211863780044134,225,,,
m2  10 features (+PPI provenance),44995,0.8860488558131555,70,,,
m2  10 features (+PPI provenance),45022,0.9155368160454906,447,0.25379680998613036,15.0,0.0
m2  10 features (+PPI provenance),45033,0.7372791366339754,155,,,
m2  10 features (+PPI provenance),45141,0.5305132995285117,9,,,
m2  10 features (+PPI provenance),45246,0.8822416921102704,81,,,
m2  10 features (+PPI provenance),45398,0.9446712328767123,40,,,
m2  10 features (+PPI provenance),45422,0.9445437098802197,18,,,
m2  10 features (+PPI provenance),45436,0.8493834868113002,61,,,
m2  10 features (+PPI provenance),45451,0.936331550802139,22,,,
m2  10 features (+PPI provenance),45485,0.931690868548431,48,,,
m2  10 features (+PPI provenance),45531,0.891632383355857,67,,,
m2  10 features (+PPI provenance),45674,0.8739666043904717,40,,,
m2  10 features (+PPI provenance),45732,0.930994056159049,25,,,
m2  10 features (+PPI provenance),45754,0.6567910265788832,9,,,
m2  10 features (+PPI provenance),45776,0.8991119821912504,42,,,
m2  10 features (+PPI provenance),45794,0.6869874248223072,10,,,
m2  10 features (+PPI provenance),45834,0.9006150807936394,19,,,
m2  10 features (+PPI provenance),45864,0.6281575230185613,37,0.6675351745700886,1.0,0.0
m2  10 features (+PPI provenance),45912,0.7383645269934327,99,,,
m2  10 features (+PPI provenance),45914,0.6140801223408613,11,,,
m2  10 features (+PPI provenance),45933,0.8047059856551316,64,0.6765093786635404,2.0,0.0
m2  10 features (+PPI provenance),45954,0.894883616521619,24,,,
m2  10 features (+PPI provenance),45973,0.6974314746666831,2967,,,
m2  10 features (+PPI provenance),45990,0.9296310435099041,253,,,
m2  10 features (+PPI provenance),46013,0.8905172027268599,73,,,
m2  10 features (+PPI provenance),46033,0.7251717452965208,83,,,
m2  10 features (+PPI provenance),46072,0.9223685590140049,381,,,
m2  10 features (+PPI provenance),46087,0.9133692294849319,18,,,
m2  10 features (+PPI provenance),46121,0.9824491424012765,21,0.25879197297834294,2.0,0.0
m2  10 features (+PPI provenance),46222,0.9310714724303082,255,,,
m2  10 features (+PPI provenance),46370,0.6697138725338292,12,0.49474335188620905,5.0,0.0
m2  10 features (+PPI provenance),46454,0.9154852567857841,15,,,
m2  10 features (+PPI provenance),46535,0.9489820359281437,25,0.932657926102503,1.0,0.0
m2  10 features (+PPI provenance),46540,0.9252955516965001,80,,,
m2  10 features (+PPI provenance),46574,0.9559269350320426,23,,,
m2  10 features (+PPI provenance),46584,0.9020558406122904,57,,,
m2  10 features (+PPI provenance),46652,0.45300494181412404,18,,,
m2  10 features (+PPI provenance),46664,0.6972053569197711,18,,,
m2  10 features (+PPI provenance),46673,0.928752663361433,544,,,
m2  10 features (+PPI provenance),46674,0.6006124359856302,24,0.5425751663988984,28.0,0.0
m2  10 features (+PPI provenance),46690,0.6690693983079969,115,,,
m2  10 features (+PPI provenance),46771,0.6606797991502511,3,,,
m2  10 features (+PPI provenance),46862,0.6591637316950454,11,,,
m2  10 features (+PPI provenance),46878,0.9302277217427473,59,,,
m2  10 features (+PPI provenance),46879,0.5448184473914047,23,,,
m2  10 features (+PPI provenance),46895,0.4731701735255711,44,,,
m2  10 features (+PPI provenance),46926,0.8541296362128215,12,,,
m2  10 features (+PPI provenance),46932,0.9350211150450027,70,0.9103682887146872,7.0,2.0
m2  10 features (+PPI provenance),46938,0.932442380232307,140,,,
m2  10 features (+PPI provenance),46939,0.8834938325037871,40,,,
m2  10 features (+PPI provenance),46944,0.9074765508178894,29,,,
m2  10 features (+PPI provenance),46953,0.8932176019378281,49,0.45465346534653467,1.0,0.0
m2  10 features (+PPI provenance),46969,0.6433544303797468,10,,,
m2  10 features (+PPI provenance),47009,0.9144090868517362,34,,,
m2  10 features (+PPI provenance),47010,0.9110980959179067,33,,,
m2  10 features (+PPI provenance),47013,0.9024563589059602,272,,,
m2  10 features (+PPI provenance),47074,0.5885994886897298,77,,,
m2  10 features (+PPI provenance),47081,0.6798509884539496,247,,,
m2  10 features (+PPI provenance),47112,0.6185832489023978,6,,,
m2  10 features (+PPI provenance),47114,0.6990995020425202,35,,,
m2  10 features (+PPI provenance),47122,0.7578499945122377,62,,,
m2  10 features (+PPI provenance),47222,0.7517921292169732,35,,,
m2  10 features (+PPI provenance),47244,0.8550597027746757,14,,,
m2  10 features (+PPI provenance),47248,0.9083760318815827,12,,,
m2  10 features (+PPI provenance),47275,0.33349034385303816,3,0.8338823529411765,1.0,0.0
m2  10 features (+PPI provenance),47279,0.6598022708630142,14,,,
m2  10 features (+PPI provenance),47282,0.7132792485055508,6,,,
m2  10 features (+PPI provenance),47341,0.6619692797498693,79,,,
m2  10 features (+PPI provenance),47354,0.7269139793424269,44,0.6481912144702843,4.0,0.0
