disease_index,mondo_id,disease_name,node_source,module_size,is_eligible,is_anchor,anchor_doid,anchor_hetionet_name,current_family_id,current_family_name,current_anchor_name,current_hop_depth,n_parents,n_children,n_eligible_children,n_anchor_children,is_parent_term,parent_names,anchor_children_names,n_anchor_ancestors,n_anchor_descendants,is_ancestor_of_anchor,is_descendant_of_anchor,antichain_ok_as_anchor,n_descendants,n_eligible_descendants
40017,16953,partial duplication of the long arm of chromosome 2,MONDO,,0,0,,,,,,,1,3,0,0,0,partial duplication of chromosome 2,,0,0,0,0,1,3,0
40018,16954,partial duplication of the long arm of chromosome 3,MONDO,,0,0,,,,,,,1,2,0,0,0,partial duplication of chromosome 3,,0,0,0,0,1,2,0
40019,16955,partial duplication of the long arm of chromosome 4,MONDO,,0,0,,,,,,,1,2,0,0,0,partial duplication of chromosome 4,,0,0,0,0,1,2,0
40020,16956,partial trisomy of the long arm of chromosome 5,MONDO,,0,0,,,,,,,1,3,0,0,0,partial trisomy/tetrasomy of chromosome 5,,0,0,0,0,1,5,0
40021,16957,partial duplication of the long arm of chromosome 6,MONDO,,0,0,,,,,,,1,1,0,0,0,partial duplication of chromosome 6,,0,0,0,0,1,1,0
40022,16958,partial duplication of the long arm of chromosome 7,MONDO,,0,0,,,,,,,1,1,0,0,0,partial duplication of chromosome 7,,0,0,0,0,1,2,0
40023,16959,partial duplication of the long arm of chromosome 8,MONDO,,0,0,,,,,,,1,3,0,0,0,partial duplication of chromosome 8,,0,0,0,0,1,3,0
40024,16960,partial trisomy of the long arm of chromosome 9,MONDO,,0,0,,,,,,,1,2,0,0,0,partial trisomy/tetrasomy of chromosome 9,,0,0,0,0,1,2,0
40025,16961,partial duplication of the long arm of chromosome 10,MONDO,,0,0,,,,,,,1,3,0,0,0,partial duplication of chromosome 10,,0,0,0,0,1,3,0
40026,16964,partial duplication of the long arm of chromosome 14,MONDO,,0,0,,,,,,,1,3,0,0,0,syndrome caused by partial chromosomal duplication,,0,0,0,0,1,3,0
40027,16965,partial duplication of the long arm of chromosome 15,MONDO,,0,0,,,,,,,1,2,0,0,0,syndrome caused by partial chromosomal duplication,,0,0,0,0,1,4,0
40028,16966,partial trisomy of the long arm of chromosome 16,MONDO,,0,0,,,,,,,1,1,0,0,0,partial duplication of chromosome 16,,0,0,0,0,1,1,0
40029,16967,partial duplication of the long arm of chromosome 17,MONDO,,0,0,,,,,,,1,6,0,0,0,partial duplication of chromosome 17,,0,0,0,0,1,6,0
40030,16968,partial trisomy of the long arm of chromosome 18,MONDO,,0,0,,,,,,,1,1,0,0,0,partial trisomy/tetrasomy of chromosome 18,,0,0,0,0,1,1,0
40031,16969,partial duplication of the long arm of chromosome 19,MONDO,,0,0,,,,,,,1,1,0,0,0,partial duplication of chromosome 19,,0,0,0,0,1,1,0
40032,1697,reading disorder,MONDO,,0,0,,,,,,,1,3,1,0,1,learning disability,,0,0,0,0,1,3,1
40033,16970,partial trisomy of the long arm of chromosome 20,MONDO,,0,0,,,,,,,1,2,0,0,0,partial trisomy of chromosome 20,,0,0,0,0,1,2,0
40034,16972,partial duplication of the long arm of chromosome 22,MONDO,,0,0,,,,,,,1,3,0,0,0,syndrome caused by partial chromosomal duplication,,0,0,0,0,1,4,0
40035,16976,well-differentiated thymic neuroendocrine carcinoma,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40036,16977,moderately-differentiated thymic neuroendocrine carcinoma,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40037,16978,poorly differentiated thymic neuroendocrine carcinoma,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40038,16979,MRCS syndrome,MONDO,,0,0,,,40038.0,MRCS syndrome,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40039,1698,tinea profunda,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40040,16980,ATR-X-related syndrome,MONDO,,0,0,,,40040.0,ATR-X-related syndrome,,,1,2,0,0,0,X-linked syndromic intellectual disability,,0,0,0,0,1,2,0
40041,16981,infantile spams-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome,MONDO,,0,0,,,40041.0,infantile spams-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome,,,1,0,0,0,0,disorder of thiamine metabolism and transport,,0,0,0,0,1,0,0
40042,16982,angiosarcoma,MONDO,379.0,1,0,,,42469.0,vascular cancer,vascular cancer,1.0,2,19,1,0,1,soft tissue sarcoma | vascular cancer,,2,0,0,1,0,24,1
40043,16983,Bartter syndrome with hypocalcemia,MONDO,,0,0,,,40043.0,Bartter syndrome with hypocalcemia,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40044,16984,nevus of Ota,MONDO,,0,0,,,40044.0,nevus of Ota,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40045,16985,nevus of Ito,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40046,16986,congenital smooth muscle hamartoma,MONDO,,0,0,,,40046.0,congenital smooth muscle hamartoma,,,1,0,0,0,0,hamartoma,,0,0,0,0,1,0,0
40047,16987,neuroacanthocytosis,MONDO,,0,0,,,,,,,1,2,0,0,0,movement disorder,,0,0,0,0,1,2,0
40048,16988,hyperinsulinism due to HNF4A deficiency,MONDO,,0,0,,,40048.0,hyperinsulinism due to HNF4A deficiency,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40049,16989,Fuchs heterochromic iridocyclitis,MONDO,,0,0,,,,,,,1,0,0,0,0,syndromic disease,,0,0,0,0,1,0,0
40050,1699,tinea manuum,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40051,16990,acquired prothrombin deficiency,MONDO,,0,0,,,,,,,1,0,0,0,0,prothrombin deficiency,,0,0,0,0,1,0,0
40052,16991,acute necrotizing encephalopathy of childhood,MONDO,,0,0,,,,,,,1,0,0,0,0,infectious encephalitis,,0,0,0,0,1,0,0
40053,16993,generalized peeling skin syndrome type C,MONDO,,0,0,,,,,,,1,0,0,0,0,generalized peeling skin syndrome,,0,0,0,0,1,0,0
40054,16994,microcephalic osteodysplastic primordial dwarfism types I and III,MONDO,,0,0,,,,,,,2,0,0,0,0,primordial dwarfism and slender bone disorder | syndromic disease,,0,0,0,0,1,0,0
40055,16996,NK-cell enteropathy,MONDO,,0,0,,,40055.0,NK-cell enteropathy,,,1,0,0,0,0,intestinal disorder,,0,0,0,0,1,0,0
40056,1700,megaloblastic anemia,MONDO,30.0,1,0,,,43284.0,anemia,anemia,2.0,1,5,1,0,1,macrocytic anemia,,1,0,0,1,0,8,1
40057,17003,partial deletion of chromosome X,MONDO,,0,0,,,,,,,2,2,0,0,0,chromosome X disorder | syndrome caused by partial chromosomal deletion,,0,0,0,0,1,9,0
40058,17004,partial monosomy of the short arm of chromosome X,MONDO,,0,0,,,,,,,1,4,0,0,0,partial deletion of chromosome X,,0,0,0,0,1,4,0
40059,17007,partial deletion of the long arm of chromosome X,MONDO,,0,0,,,,,,,1,2,0,0,0,partial deletion of chromosome X,,0,0,0,0,1,3,0
40060,17008,partial duplication of chromosome X,MONDO,,0,0,,,,,,,2,2,0,0,0,chromosome X disorder | syndrome caused by partial chromosomal duplication,,0,0,0,0,1,8,0
40061,17009,partial duplication of the short arm of chromosome X,MONDO,,0,0,,,,,,,1,2,0,0,0,partial duplication of chromosome X,,0,0,0,0,1,2,0
40062,1701,gastrointestinal anthrax,MONDO,,0,0,,,,,,,1,1,0,0,0,anthrax infection,,0,0,0,0,1,1,0
40063,17010,partial duplication of the long arm of chromosome X,MONDO,,0,0,,,,,,,1,4,0,0,0,partial duplication of chromosome X,,0,0,0,0,1,4,0
40064,17012,partial duplication of the short arm of chromosome 1,MONDO,,0,0,,,,,,,1,2,0,0,0,partial duplication of chromosome 1,,0,0,0,0,1,2,0
40065,17013,trisomy 8p,MONDO,,0,0,,,,,,,1,0,0,0,0,partial duplication of the short arm of chromosome 8,,0,0,0,0,1,0,0
40066,17014,interstitial lung disease specific to childhood,MONDO,,0,0,,,40066.0,interstitial lung disease specific to childhood,,,0,3,0,0,0,,,0,0,0,0,1,16,0
40067,17015,primary interstitial lung disease specific to childhood,MONDO,,0,0,,,,,,,1,5,0,0,0,interstitial lung disease specific to childhood,,0,0,0,0,1,13,0
40068,17018,isolated pulmonary capillaritis,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40069,17019,interstitial lung disease specific to infancy,MONDO,,0,0,,,,,,,1,5,0,0,0,primary interstitial lung disease specific to childhood,,0,0,0,0,1,7,0
40070,1702,labia majora carcinoma,MONDO,,0,0,,,,,,,2,0,0,0,0,labium majus cancer | vulvar carcinoma,,2,0,0,1,0,0,0
40071,17026,interstitial lung disease specific to adulthood,MONDO,,0,0,,,,,,,0,1,0,0,0,,,0,0,0,0,1,1,0
40072,1703,color vision disorder,MONDO,69.0,1,0,,,40072.0,color vision disorder,,,1,2,0,0,0,vision disorder,,0,0,0,0,1,3,0
40073,17039,drug or radiation exposure-related interstitial lung disease,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40074,1704,vaginal glandular neoplasm,MONDO,,0,0,,,,,,,2,3,0,0,0,glandular cell neoplasm | vaginal neoplasm,,0,0,0,0,1,6,0
40075,17041,osteochondrodysplatic nanism-deafness-retinitis pigmentosa syndrome,MONDO,,0,0,,,,,,,3,0,0,0,0,disorder of visual system | hereditary disease | syndromic disease,,0,0,0,0,1,0,0
40076,17044,adult familial nephronophthisis-spastic quadriparesia syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,familial cystic renal disease,,0,0,0,0,1,0,0
40077,17045,neuroectodermal-endocrine syndrome,MONDO,,0,0,,,,,,,2,0,0,0,0,multiple congenital anomalies/dysmorphic syndrome-intellectual disability | polyendocrinopathy,,0,0,0,0,1,0,0
40078,17047,infantile axonal neuropathy,MONDO,,0,0,,,,,,,2,0,0,0,0,axonal neuropathy | hereditary peripheral neuropathy,,0,0,0,0,1,0,0
40079,17048,pseudomyxoma peritonei,MONDO,,0,0,,,,,,,3,0,0,0,0,mucinous adenocarcinoma of the appendix | peritoneal carcinoma | peritoneal carcinomatosis,,3,0,0,1,0,0,0
40080,1705,pure red-cell aplasia,MONDO,,0,0,,,43284.0,anemia,anemia,1.0,1,1,0,0,0,anemia,,1,0,0,1,0,1,0
40081,17050,intraocular medulloepithelioma,MONDO,,0,0,,,40081.0,intraocular medulloepithelioma,,,2,0,0,0,0,embryonal neoplasm | eye neoplasm,,0,0,0,0,1,0,0
40082,17052,intermediate maple syrup urine disease,MONDO,,0,0,,,40082.0,intermediate maple syrup urine disease,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40083,17054,thiamine-responsive maple syrup urine disease,MONDO,,0,0,,,40083.0,thiamine-responsive maple syrup urine disease,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40084,17055,mycophenolate mofetil embryopathy,MONDO,,0,0,,,,,,,1,0,0,0,0,toxic or drug-related embryofetopathy,,0,0,0,0,1,0,0
40085,17056,DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion,MONDO,,0,0,,,,,,,2,0,0,0,0,DYRK1A-related intellectual disability syndrome | partial deletion of the long arm of chromosome 21,,0,0,0,0,1,0,0
40086,1706,cerebral sarcoidosis,MONDO,,0,0,,,,,,,2,0,0,0,0,brain disorder | neurosarcoidosis,,0,0,0,0,1,0,0
40087,17060,open iniencephaly,MONDO,,0,0,,,,,,,1,0,0,0,0,iniencephaly,,0,0,0,0,1,0,0
40088,17061,closed iniencephaly,MONDO,,0,0,,,,,,,1,0,0,0,0,iniencephaly,,0,0,0,0,1,0,0
40089,17062,spina bifida aperta,MONDO,,0,0,,,,,,,1,7,0,0,0,isolated spina bifida,,0,0,0,0,1,9,0
40090,17063,total spina bifida aperta,MONDO,,0,0,,,,,,,1,0,0,0,0,spina bifida aperta,,0,0,0,0,1,0,0
40091,17064,thoracolumbosacral spina bifida aperta,MONDO,,0,0,,,,,,,1,0,0,0,0,spina bifida aperta,,0,0,0,0,1,0,0
40092,17065,lumbosacral spina bifida aperta,MONDO,,0,0,,,,,,,1,0,0,0,0,spina bifida aperta,,0,0,0,0,1,0,0
40093,17066,cervical spina bifida aperta,MONDO,,0,0,,,,,,,1,0,0,0,0,spina bifida aperta,,0,0,0,0,1,0,0
40094,17067,cervicothoracic spina bifida aperta,MONDO,,0,0,,,,,,,1,0,0,0,0,spina bifida aperta,,0,0,0,0,1,0,0
40095,17068,upper thoracic spina bifida aperta,MONDO,,0,0,,,,,,,1,0,0,0,0,spina bifida aperta,,0,0,0,0,1,0,0
40096,17069,spina bifida cystica,MONDO,,0,0,,,,,,,1,4,1,0,1,isolated spina bifida,,0,0,0,0,1,16,1
40097,1707,cardiac sarcoidosis,MONDO,,0,0,,,,,,,2,0,0,0,0,non-familial restrictive cardiomyopathy | sarcoidosis,,0,0,0,0,1,0,0
40098,17070,total spina bifida cystica,MONDO,,0,0,,,,,,,1,0,0,0,0,myelomeningocele,,0,0,0,0,1,0,0
40099,17071,thoracolumbosacral spina bifida cystica,MONDO,,0,0,,,,,,,1,0,0,0,0,myelomeningocele,,0,0,0,0,1,0,0
40100,17072,lumbosacral spina bifida cystica,MONDO,,0,0,,,,,,,1,0,0,0,0,myelomeningocele,,0,0,0,0,1,0,0
40101,17073,cervical spina bifida cystica,MONDO,,0,0,,,,,,,1,0,0,0,0,myelomeningocele,,0,0,0,0,1,0,0
40102,17074,cervicothoracic spina bifida cystica,MONDO,,0,0,,,,,,,1,0,0,0,0,myelomeningocele,,0,0,0,0,1,0,0
40103,17075,upper thoracic spina bifida cystica,MONDO,,0,0,,,,,,,1,0,0,0,0,myelomeningocele,,0,0,0,0,1,0,0
40104,17076,posterior meningocele,MONDO,,0,0,,,,,,,1,0,0,0,0,spina bifida cystica,,0,0,0,0,1,0,0
40105,17077,myelocystocele,MONDO,,0,0,,,,,,,1,2,0,0,0,spina bifida cystica,,0,0,0,0,1,2,0
40106,17078,cephalocele,MONDO,,0,0,,,40106.0,cephalocele,,,2,2,0,0,0,congenital nervous system disorder | disorder of development or morphogenesis,,0,0,0,0,1,5,0
40107,17079,meningoencephalocele,MONDO,,0,0,,,,,,,3,0,0,0,0,brain disorder | cephalocele | meningocele,,0,0,0,0,1,0,0
40108,1708,pulmonary sarcoidosis,MONDO,,0,0,,,,,,,2,0,0,0,0,interstitial lung disease specific to adulthood | sarcoidosis,,0,0,0,0,1,0,0
40109,17080,occipital encephalocele,MONDO,,0,0,,,40109.0,occipital encephalocele,,,1,0,0,0,0,isolated encephalocele,,0,0,0,0,1,0,0
40110,17081,parietal encephalocele,MONDO,,0,0,,,,,,,1,0,0,0,0,isolated encephalocele,,0,0,0,0,1,0,0
40111,17082,basal encephalocele,MONDO,,0,0,,,,,,,1,0,0,0,0,isolated encephalocele,,0,0,0,0,1,0,0
40112,17084,leptomyelolipoma,MONDO,,0,0,,,,,,,1,0,0,0,0,neural tube defect,,0,0,0,0,1,0,0
40113,17086,primary tethered cord syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,neural tube defect,,0,0,0,0,1,0,0
40114,17087,neurenteric cyst,MONDO,,0,0,,,,,,,1,0,0,0,0,neural tube defect,,0,0,0,0,1,0,0
40115,17088,isolated amyelia,MONDO,,0,0,,,,,,,1,0,0,0,0,neural tube defect,,0,0,0,0,1,0,0
40116,17089,isolated megalencephaly,MONDO,,0,0,,,40116.0,isolated megalencephaly,,,1,0,0,0,0,megalencephaly,,0,0,0,0,1,0,0
40117,1709,hypercalcemic sarcoidosis,MONDO,,0,0,,,,,,,1,0,0,0,0,sarcoidosis,,0,0,0,0,1,0,0
40118,17094,cerebral cortical dysplasia,MONDO,,0,0,,,40118.0,cerebral cortical dysplasia,,,2,1,0,0,0,brain disorder | disorder of development or morphogenesis,,0,0,0,0,1,1,0
40119,1710,perforation of bile duct,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40120,17100,neutropenia-monocytopenia-deafness syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,constitutional neutropenia,,0,0,0,0,1,0,0
40121,17103,encephaloclastic disorder,MONDO,,0,0,,,,,,,1,2,0,0,0,brain disorder,,0,0,0,0,1,5,0
40122,17105,glioependymal/ependymal cyst,MONDO,,0,0,,,,,,,1,0,0,0,0,central nervous system malformation,,0,0,0,0,1,0,0
40123,17106,retrocerebellar cyst,MONDO,,0,0,,,40123.0,retrocerebellar cyst,,,1,0,0,0,0,cystic malformation of the posterior fossa,,0,0,0,0,1,0,0
40124,1711,hepatic encephalopathy,MONDO,,0,0,,,,,,,1,1,0,0,0,brain disorder,,0,0,0,0,1,1,0
40125,17116,congenital communicating hydrocephalus,MONDO,,0,0,,,40125.0,congenital communicating hydrocephalus,,,1,0,0,0,0,congenital hydrocephalus,,0,0,0,0,1,0,0
40126,17117,congenital non-communicating hydrocephalus,MONDO,,0,0,,,40126.0,congenital non-communicating hydrocephalus,,,1,0,0,0,0,congenital hydrocephalus,,0,0,0,0,1,0,0
40127,1712,alexia,MONDO,,0,0,,,,,,,3,0,0,0,0,cognitive disorder | reading disorder | visual agnosia,,0,0,0,0,1,0,0
40128,17124,noma,MONDO,,0,0,,,,,,,1,0,0,0,0,ulcerative stomatitis,,0,0,0,0,1,0,0
40129,17126,oculo-skeletal-renal syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,syndromic disease,,0,0,0,0,1,0,0
40130,1713,inherited aplastic anemia,MONDO,,0,0,,,43284.0,anemia,anemia,2.0,2,4,1,0,1,aplastic anemia | hereditary disease,,1,0,0,1,0,5,1
40131,17136,omodysplasia,MONDO,,0,0,,,40131.0,omodysplasia,,,1,2,0,0,0,skeletal dysplasia,,0,0,0,0,1,2,0
40132,17137,onchocerciasis,MONDO,,0,0,,,,,,,3,1,0,0,0,Rhabditida infectious disease | filariasis | vector-borne disease,,0,0,0,0,1,1,0
40133,17138,Opitz G/BBB syndrome,MONDO,,0,0,,,40133.0,Opitz G/BBB syndrome,,,4,1,0,0,0,hereditary disease | multiple congenital anomalies/dysmorphic syndrome-intellectual disability | syndromic disease | telecanthus,,0,0,0,0,1,1,0
40134,17139,oromandibular-limb hypogenesis syndrome,MONDO,,0,0,,,,,,,2,4,0,0,0,hereditary disease | oromandibular-limb anomalies syndrome,,0,0,0,0,1,6,0
40135,1714,bejel,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40136,17140,L1 syndrome,MONDO,,0,0,,,40136.0,L1 syndrome,,,1,4,0,0,0,disorder of development or morphogenesis,,0,0,0,0,1,4,0
40137,17145,beta-thalassemia and related diseases,MONDO,,0,0,,,,,,,1,6,0,0,0,anemia,,1,0,0,1,0,6,0
40138,17148,heritable pulmonary arterial hypertension,MONDO,,0,0,,,40138.0,heritable pulmonary arterial hypertension,,,2,3,0,0,0,hereditary disease | pulmonary arterial hypertension,,0,0,0,0,1,3,0
40139,17149,drug- or toxin-induced pulmonary arterial hypertension,MONDO,,0,0,,,,,,,1,0,0,0,0,pulmonary arterial hypertension,,0,0,0,0,1,0,0
40140,1715,basilar artery occlusion,MONDO,,0,0,,,,,,,2,0,0,0,0,arterial occlusion | occlusion precerebral artery,,0,0,0,0,1,0,0
40141,17157,pulmonary hypertension owing to lung disease and/or hypoxia,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40142,1716,corneal argyrosis,MONDO,,0,0,,,,,,,1,0,0,0,0,corneal disorder,,0,0,0,0,1,0,0
40143,17160,behavioral variant of frontotemporal dementia,MONDO,,0,0,,,40143.0,behavioral variant of frontotemporal dementia,,,2,1,0,0,0,frontotemporal dementia | movement disorder,,0,0,0,0,1,2,0
40144,17161,frontotemporal dementia with motor neuron disease,MONDO,,0,0,,,40144.0,frontotemporal dementia with motor neuron disease,,,3,0,0,0,0,hereditary dementia | inherited neurodegenerative disorder | movement disorder,,0,0,0,0,1,0,0
40145,17162,imperforate oropharynx-costo vetebral anomalies syndrome,MONDO,,0,0,,,,,,,3,0,0,0,0,dysostosis | hereditary disease | syndromic disease,,0,0,0,0,1,0,0
40146,17164,hemolytic disease of the newborn with Kell alloimmunization,MONDO,,0,0,,,,,,,1,0,0,0,0,hemolytic anemia,,1,0,0,1,0,0,0
40147,17165,bile acid CoA ligase deficiency and defective amidation,MONDO,,0,0,,,,,,,1,0,0,0,0,inborn disorder of bile acid synthesis,,0,0,0,0,1,0,0
40148,17167,malignant epithelial tumor of salivary glands,MONDO,,0,0,,,,,,,1,1,1,0,1,head and neck neoplasm,,0,0,0,0,1,3,1
40149,17168,benign epithelial tumor of salivary glands,MONDO,,0,0,,,,,,,1,1,0,0,0,head and neck neoplasm,,0,0,0,0,1,1,0
40150,17170,idiopathic recurrent stupor,MONDO,,0,0,,,,,,,2,0,0,0,0,idiopathic disease | nervous system disorder,,0,0,0,0,1,0,0
40151,17177,hemihyperplasia-multiple lipomatosis syndrome,MONDO,,0,0,,,,,,,2,0,0,0,0,developmental defect during embryogenesis | overgrowth syndrome,,0,0,0,0,1,0,0
40152,17178,osteochondritis dissecans,MONDO,,0,0,,,40152.0,osteochondritis dissecans,,,1,0,0,0,0,osteonecrosis of genetic origin,,0,0,0,0,1,0,0
40153,17179,limbic encephalitis with caspr2 antibodies,MONDO,,0,0,,,,,,,1,0,0,0,0,limbic encephalitis,,0,0,0,0,1,0,0
40154,1718,scleritis,MONDO,37.0,1,0,,,40154.0,scleritis,,,1,6,0,0,0,scleral disorder,,0,0,0,0,1,7,0
40155,17180,10q22.3q23.3 microduplication syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,partial duplication of the long arm of chromosome 10,,0,0,0,0,1,0,0
40156,17181,hypnic headache,MONDO,,0,0,,,,,,,1,2,1,1,1,headache disorder,migraine,0,1,1,0,0,10,2
40157,17182,familial hyperinsulinism,MONDO,,0,0,,,40157.0,familial hyperinsulinism,,,1,3,0,0,0,hyperinsulinism,,0,0,0,0,1,4,0
40158,17183,hyperinsulinism due to UCP2 deficiency,MONDO,,0,0,,,40158.0,hyperinsulinism due to UCP2 deficiency,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40159,17184,autosomal dominant hyperinsulinism due to SUR1 deficiency,MONDO,,0,0,,,40159.0,autosomal dominant hyperinsulinism due to SUR1 deficiency,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40160,17185,autosomal dominant hyperinsulinism due to Kir6.2 deficiency,MONDO,,0,0,,,40160.0,autosomal dominant hyperinsulinism due to Kir6.2 deficiency,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40161,17188,diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency,MONDO,,0,0,,,40161.0,diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40162,17189,adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia,MONDO,,0,0,,,,,,,1,0,0,0,0,familial hyperinsulinism,,0,0,0,0,1,0,0
40163,1719,gonococcal bursitis,MONDO,,0,0,,,,,,,2,0,0,0,0,bursitis | gonorrhea,,0,0,0,0,1,0,0
40164,17190,sporadic pheochromocytoma/secreting paraganglioma,MONDO,,0,0,,,,,,,0,3,0,0,0,,,0,0,0,0,1,3,0
40165,17191,sporadic pheochromocytoma,MONDO,,0,0,,,,,,,1,0,0,0,0,sporadic pheochromocytoma/secreting paraganglioma,,0,0,0,0,1,0,0
40166,17192,sporadic secreting paraganglioma,MONDO,,0,0,,,,,,,1,0,0,0,0,sporadic pheochromocytoma/secreting paraganglioma,,0,0,0,0,1,0,0
40167,17193,symptomatic form of Coffin-Lowry syndrome in female carriers,MONDO,,0,0,,,40167.0,symptomatic form of Coffin-Lowry syndrome in female carriers,,,1,0,0,0,0,multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,,0,0,0,0,1,0,0
40168,17196,osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome,MONDO,,0,0,,,,,,,3,0,0,0,0,developmental disability | hereditary optic atrophy | retinal disorder,,0,0,0,0,1,0,0
40169,17197,osteopathia striata-pigmentary dermopathy-white forelock syndrome,MONDO,,0,0,,,,,,,2,0,0,0,0,hereditary skin disorder | hyperpigmentation of the skin,,0,0,0,0,1,0,0
40170,17198,osteopetrosis,MONDO,24.0,1,0,,,40170.0,osteopetrosis,,,2,9,0,0,0,familial osteosclerosis | skeletal dysplasia,,0,0,0,0,1,9,0
40171,17199,osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,syndromic disease,,0,0,0,0,1,0,0
40172,1720,gonococcal synovitis,MONDO,,0,0,,,,,,,2,0,0,0,0,gonococcal infection of joint | synovitis,,0,0,0,0,1,0,0
40173,17200,polycystic ovaries-urethral sphincter dysfunction syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,female reproductive system disorder,,0,0,0,0,1,0,0
40174,17201,Spasmus nutans,MONDO,,0,0,,,40174.0,Spasmus nutans,,,1,0,0,0,0,eye disorder,,0,0,0,0,1,0,0
40175,17204,toxic maculopathy due to antimalarial drugs,MONDO,,0,0,,,,,,,1,0,0,0,0,eye disorder,,0,0,0,0,1,0,0
40176,17205,primary oculocerebral lymphoma,MONDO,,0,0,,,,,,,2,0,0,0,0,eye lymphoma | primary organ-specific lymphoma,,3,0,0,1,0,0,0
40177,17207,primary organ-specific lymphoma,MONDO,,0,0,,,,,,,1,8,1,0,1,lymphoma,,1,0,0,1,0,38,2
40178,17209,infectious posterior uveitis,MONDO,,0,0,,,,,,,1,0,0,0,0,choroiditis,,0,0,0,0,1,0,0
40179,1721,urethral intrinsic sphincter deficiency,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40180,17210,infectious anterior uveitis,MONDO,,0,0,,,,,,,1,2,0,0,0,iridocyclitis,,0,0,0,0,1,3,0
40181,17211,infectious panuveitis,MONDO,,0,0,,,,,,,2,0,0,0,0,eye infectious disorder | panuveitis,,0,0,0,0,1,0,0
40182,17212,paraneoplastic uveitis,MONDO,,0,0,,,,,,,1,0,0,0,0,choroiditis,,0,0,0,0,1,0,0
40183,17213,postorgasmic illness syndrome,MONDO,,0,0,,,,,,,2,0,0,0,0,male reproductive system disorder | urinary system disorder,,0,0,0,0,1,0,0
40184,17215,calciphylaxis,MONDO,,0,0,,,,,,,3,2,0,0,0,calcinosis | syndromic disease | vascular disorder,,0,0,0,0,1,2,0
40185,17216,calciphylaxis cutis,MONDO,,0,0,,,,,,,2,0,0,0,0,calciphylaxis | skin vascular disease,,0,0,0,0,1,0,0
40186,17217,visceral calciphylaxis,MONDO,,0,0,,,,,,,1,0,0,0,0,calciphylaxis,,0,0,0,0,1,0,0
40187,17219,microform holoprosencephaly,MONDO,,0,0,,,40187.0,microform holoprosencephaly,,,0,1,0,0,0,,,0,0,0,0,1,1,0
40188,1722,central pterygium,MONDO,,0,0,,,,,,,1,0,0,0,0,progressive peripheral pterygium,,0,0,0,0,1,0,0
40189,17224,Pelizaeus-Merzbacher disease in female carriers,MONDO,,0,0,,,40189.0,Pelizaeus-Merzbacher disease in female carriers,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40190,17225,null syndrome,MONDO,,0,0,,,40190.0,null syndrome,,,0,0,0,0,0,,,0,0,0,0,1,0,0
40191,17229,distal monosomy 12p,MONDO,,0,0,,,,,,,1,0,0,0,0,chromosome 12p deletion,,0,0,0,0,1,0,0
40192,1723,progressive peripheral pterygium,MONDO,,0,0,,,,,,,1,1,0,0,0,conjunctival pterygium,,0,0,0,0,1,1,0
