disease_index,mondo_id,disease_name,node_source,module_size,is_eligible,is_anchor,anchor_doid,anchor_hetionet_name,current_family_id,current_family_name,current_anchor_name,current_hop_depth,n_parents,n_children,n_eligible_children,n_anchor_children,is_parent_term,parent_names,anchor_children_names,n_anchor_ancestors,n_anchor_descendants,is_ancestor_of_anchor,is_descendant_of_anchor,antichain_ok_as_anchor,n_descendants,n_eligible_descendants
28052,1,disease,MONDO,,0,0,,,,,,,0,2,0,0,0,,,0,105,1,0,0,22280,860
28053,1000,mixed mineral dust pneumoconiosis,MONDO,,0,0,,,,,,,1,1,0,0,0,pneumoconiosis,,0,0,0,0,1,1,0
28054,10000,"rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction",MONDO,,0,0,,,28054.0,"rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction",,,1,0,0,0,0,hereditary disease,,0,0,0,0,1,0,0
28055,100000,MED12-related intellectual disability syndrome,MONDO,,0,0,,,28055.0,MED12-related intellectual disability syndrome,,,2,2,0,0,0,Mediator complex-related neurodevelopmental disorder | X-linked syndromic intellectual disability,,0,0,0,0,1,2,0
28056,100001,alpha-gal syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,allergic disease,,0,0,0,0,1,0,0
28057,100002,food protein-induced allergic proctocolitis,MONDO,,0,0,,,,,,,2,0,0,0,0,gastrointestinal allergy | proctocolitis,,0,0,0,0,1,0,0
28058,100003,susceptibility to angioedema induced by ACE inhibitors,MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28059,100004,mast cell activation syndrome,MONDO,,0,0,,,,,,,1,3,0,0,0,leukocyte disorder,,0,0,0,0,1,3,0
28060,100006,secondary mast cell activation syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,mast cell activation syndrome,,0,0,0,0,1,0,0
28061,100008,food protein-induced enterocolitis syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,enterocolitis,,0,0,0,0,1,0,0
28062,100009,"structural congenital heart disease, multiple types - GATA4",MONDO,,0,0,,,,,,,2,0,0,0,0,cardiogenetic disease | congenital heart disease,,0,0,0,0,1,0,0
28063,100010,disease of the tendon,MONDO,,0,0,,,28063.0,disease of the tendon,,,1,3,0,0,0,musculoskeletal system disorder,,0,0,0,0,1,18,0
28064,100011,tendinosis,MONDO,,0,0,,,,,,,1,0,0,0,0,disease of the tendon,,0,0,0,0,1,0,0
28065,100012,paratenonitis,MONDO,,0,0,,,,,,,1,1,0,0,0,tendinitis,,0,0,0,0,1,1,0
28066,100013,paratenonitis with tendinosis,MONDO,,0,0,,,,,,,1,0,0,0,0,paratenonitis,,0,0,0,0,1,0,0
28067,100014,autoimmune retinopathy,MONDO,,0,0,,,,,,,3,0,0,0,0,"autoimmune disease of ear, nose and throat | autoimmune disorder of the nervous system | retinal disorder",,0,0,0,0,1,0,0
28068,100015,adult-onset segmental dystonia,MONDO,,0,0,,,,,,,2,0,0,0,0,"focal, segmental or multifocal dystonia | segmental dystonia",,0,0,0,0,1,0,0
28069,100017,pityriasis rubra pilaris,MONDO,,0,0,,,28069.0,pityriasis rubra pilaris,,,1,3,0,0,0,erythrokeratoderma,,0,0,0,0,1,3,0
28070,100018,adult onset pityriasis rubra pilaris,MONDO,,0,0,,,,,,,1,0,0,0,0,pityriasis rubra pilaris,,0,0,0,0,1,0,0
28071,100019,ECHS1-related paroxysmal dyskinesia,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28072,100020,atypical childhood epilepsy with centrotemporal spikes,MONDO,,0,0,,,,,,,1,0,0,0,0,childhood-onset epilepsy syndrome,,1,0,0,1,0,0,0
28073,100021,photosensitive occipital lobe epilepsy,MONDO,,0,0,,,,,,,1,0,0,0,0,childhood-onset self-limited focal epilepsy syndrome,,1,0,0,1,0,0,0
28074,100022,neonatal/infantile epilepsy syndrome,MONDO,,0,0,,,47444.0,epilepsy,epilepsy syndrome,2.0,1,3,0,0,0,epilepsy syndrome,,1,0,0,1,0,11,2
28075,100026,myoclonic encephalopathy in non-progressive disorder,MONDO,,0,0,,,,,,,1,0,0,0,0,neonatal/infantile epilepsy syndrome,,1,0,0,1,0,0,0
28076,100028,immune epilepsy,MONDO,,0,0,,,,,,,1,2,0,0,0,epilepsy,,1,0,0,1,0,2,0
28077,100029,antibody mediated epilepsy,MONDO,,0,0,,,,,,,1,0,0,0,0,immune epilepsy,,1,0,0,1,0,0,0
28078,10003,Rowley-Rosenberg syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,hereditary disease,,0,0,0,0,1,0,0
28079,100033,metabolic epilepsy,MONDO,,0,0,,,,,,,1,4,0,0,0,epilepsy,,1,0,0,1,0,8,0
28080,100034,cerebral folate deficiency,MONDO,,0,0,,,,,,,1,0,0,0,0,inborn vitamin metabolic disorder,,0,0,0,0,1,0,0
28081,100035,structural epilepsy,MONDO,,0,0,,,,,,,1,0,0,0,0,epilepsy,,1,0,0,1,0,0,0
28082,100037,juvenile onset pityriasis rubra pilaris,MONDO,,0,0,,,,,,,1,0,0,0,0,pityriasis rubra pilaris,,0,0,0,0,1,0,0
28083,100038,complex neurodevelopmental disorder,MONDO,129.0,1,0,,,28083.0,complex neurodevelopmental disorder,,,1,15,1,0,1,neurodevelopmental disorder,,0,1,1,0,0,48,4
28084,100039,CDKL5 disorder,MONDO,,0,0,,,28084.0,CDKL5 disorder,,,1,0,0,0,0,hereditary disease,,0,0,0,0,1,0,0
28085,10004,EEC syndrome,MONDO,,0,0,,,28085.0,EEC syndrome,,,5,0,0,0,0,autosomal dominant disease | congenital limb malformation | disorder of visual system | dysostosis | syndromic disease,,0,0,0,0,1,0,0
28086,100040,FOXG1 disorder,MONDO,,0,0,,,28086.0,FOXG1 disorder,,,4,0,0,0,0,Mendelian neurodevelopmental disorder | atypical Rett syndrome | congenital nervous system disorder | pervasive developmental disorder,,0,0,0,0,1,0,0
28087,100041,secondary trimethylaminuria,MONDO,,0,0,,,,,,,1,0,0,0,0,trimethylaminuria,,0,0,0,0,1,0,0
28088,100042,cardiac conduction defect,MONDO,,0,0,,,28088.0,cardiac conduction defect,,,1,1,0,0,0,cardiac rhythm disease,,0,0,0,0,1,4,1
28089,100043,"epidermodysplasia verruciformis, susceptibility to",MONDO,,0,0,,,,,,,1,1,0,0,0,inherited disease susceptibility,,0,0,0,0,1,1,0
28090,100044,acrofrontofacionasal dysostosis 1,MONDO,,0,0,,,,,,,1,0,0,0,0,acrofrontofacionasal dysostosis,,0,0,0,0,1,0,0
28091,100045,"epidermodysplasia verruciformis, susceptibility to, 1",MONDO,,0,0,,,,,,,1,0,0,0,0,"epidermodysplasia verruciformis, susceptibility to",,0,0,0,0,1,0,0
28092,100046,"exfoliation syndrome, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28093,100047,"basal cell carcinoma, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28094,100048,"graft-versus-host disease, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28095,100049,"narcolepsy, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28096,10005,saccharopinuria,MONDO,,0,0,,,28096.0,saccharopinuria,,,1,0,0,0,0,inborn disorder of lysine and hydroxylysine metabolism,,0,0,0,0,1,0,0
28097,100050,"Usher syndrome, type 1D/F",MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28098,100051,idiopathic mast cell activation syndrome,MONDO,,0,0,,,,,,,2,0,0,0,0,idiopathic disease | mast cell activation syndrome,,0,0,0,0,1,0,0
28099,100053,anaphylaxis,MONDO,34.0,1,0,,,28099.0,anaphylaxis,,,1,2,0,0,0,hypersensitivity reaction disease,,0,0,0,0,1,3,0
28100,100054,idiopathic anaphylaxis,MONDO,,0,0,,,,,,,2,0,0,0,0,anaphylaxis | idiopathic disease,,0,0,0,0,1,0,0
28101,100055,intraosseous spindle cell rhabdomyosarcoma with TFCP2/NCOA2 rearrangements,MONDO,,0,0,,,,,,,1,0,0,0,0,spindle cell rhabdomyosarcoma,,1,0,0,1,0,0,0
28102,100056,exercise-induced anaphylaxis,MONDO,,0,0,,,,,,,1,1,0,0,0,anaphylaxis,,0,0,0,0,1,1,0
28103,100057,food-dependent exercise-induced anaphylaxis,MONDO,,0,0,,,,,,,1,0,0,0,0,exercise-induced anaphylaxis,,0,0,0,0,1,0,0
28104,100059,hypereosinophilia of undetermined significance,MONDO,,0,0,,,,,,,1,0,0,0,0,hypereosinophilic syndrome,,0,0,0,0,1,0,0
28105,100060,congenital/infantile spindle cell rhabdomyosarcoma with VGLL2/NCOA2/CITED2 rearrangements,MONDO,,0,0,,,,,,,1,0,0,0,0,spindle cell rhabdomyosarcoma,,1,0,0,1,0,0,0
28106,100061,PRPS1 deficiency disorder,MONDO,,0,0,,,,,,,1,0,0,0,0,hereditary peripheral neuropathy,,0,0,0,0,1,0,0
28107,100063,Pericytoma with t(7;12),MONDO,,0,0,,,,,,,1,0,0,0,0,pericytic neoplasm,,0,0,0,0,1,0,0
28108,100064,tyrosine hydroxylase deficiency,MONDO,,0,0,,,,,,,1,3,0,0,0,inborn disorder of neurotransmitter metabolism and transport,,0,0,0,0,1,3,0
28109,100065,TH-deficient infantile parkinsonism and motor delay,MONDO,,0,0,,,,,,,1,0,0,0,0,tyrosine hydroxylase deficiency,,0,0,0,0,1,0,0
28110,100066,TH-deficient progressive infantile encephalopathy,MONDO,,0,0,,,,,,,1,0,0,0,0,tyrosine hydroxylase deficiency,,0,0,0,0,1,0,0
28111,100067,childhood spindle cell rhabdomyosarcoma,MONDO,,0,0,,,,,,,1,0,0,0,0,spindle cell rhabdomyosarcoma,,1,0,0,1,0,0,0
28112,100068,SLC10A7-congenital disorder of glycosylation,MONDO,,0,0,,,,,,,1,0,0,0,0,bone disorder,,0,0,0,0,1,0,0
28113,100069,hearing impairment and infertile male syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,syndromic disease,,0,0,0,0,1,0,0
28114,10007,microbrachycephaly-ptosis-cleft lip syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,,0,0,0,0,1,0,0
28115,100070,neuroendocrine disorder,MONDO,,0,0,,,,,,,2,3,0,0,0,endocrine system disorder | nervous system disorder,,0,0,0,0,1,23,0
28116,100071,cardiocutaneous syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,syndromic disease,,0,0,0,0,1,0,0
28117,100072,"neonatal diabetes, congenital sensorineural hearing loss and congenital cataracts",MONDO,,0,0,,,,,,,1,0,0,0,0,syndromic disease,,0,0,0,0,1,0,0
28118,100073,methicillin-resistant staphylococcus aureus infectious disease,MONDO,28.0,1,0,,,28118.0,methicillin-resistant staphylococcus aureus infectious disease,,,1,0,0,0,0,staphylococcus aureus infection,,0,0,0,0,1,0,0
28119,100074,norovirus infectious disease,MONDO,,0,0,,,,,,,1,0,0,0,0,Caliciviridae infectious disease,,0,0,0,0,1,0,0
28120,100075,jaw fracture,MONDO,,0,0,,,,,,,1,0,0,0,0,bone fracture,,0,0,0,0,1,0,0
28121,100077,congenital alveolar dysplasia,MONDO,,0,0,,,,,,,0,2,0,0,0,,,0,0,0,0,1,2,0
28122,10008,sarcosinemia,MONDO,,0,0,,,28122.0,sarcosinemia,,,1,0,0,0,0,disorder of methylamine metabolism,,0,0,0,0,1,0,0
28123,100080,cardioectodermal syndrome,MONDO,,0,0,,,,,,,1,2,0,0,0,syndromic disease,,0,0,0,0,1,2,0
28124,100083,hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1,MONDO,,0,0,,,28124.0,hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1,,,1,0,0,0,0,hereditary thrombocytopenia and hematologic cancer predisposition syndrome,,0,0,0,0,1,0,0
28125,100084,alpha-actinopathy,MONDO,,0,0,,,28125.0,alpha-actinopathy,,,3,3,0,0,0,congenital nervous system disorder | hereditary neurological disease | qualitative or quantitative protein defects in neuromuscular diseases,,0,0,0,0,1,3,0
28126,100085,cancer of long bone of upper limb,MONDO,,0,0,,,,,,,1,0,0,0,0,cancer affecting bone of limb skeleton,,1,0,0,1,0,0,0
28127,100086,perinatal disease,MONDO,,0,0,,,28127.0,perinatal disease,,,1,1,0,0,0,disease by developmental or physiological process,,0,0,0,0,1,1,0
28128,100089,GATA1-Related X-Linked Cytopenia,MONDO,,0,0,,,28128.0,GATA1-Related X-Linked Cytopenia,,,2,3,0,0,0,hematologic disorder | hereditary disease,,0,0,0,0,1,3,0
28129,100090,congenital alveolar dysplasia due to FGF10,MONDO,,0,0,,,,,,,2,0,0,0,0,cardiogenetic disease | congenital alveolar dysplasia,,0,0,0,0,1,0,0
28130,100091,inherited pseudoxanthoma elasticum,MONDO,,0,0,,,,,,,1,2,0,0,0,pseudoxanthoma elasticum (inherited or acquired),,0,0,0,0,1,2,0
28131,100094,cannabinoid hyperemesis syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,syndromic disease,,0,0,0,0,1,0,0
28132,100095,"neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures",MONDO,,0,0,,,28132.0,"neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures",,,2,0,0,0,0,autosomal recessive disease | inherited neurodegenerative disorder,,0,0,0,0,1,0,0
28133,100096,COVID-19,MONDO,522.0,1,0,,,28133.0,COVID-19,,,1,0,0,0,0,Orthocoronavirinae infectious disease,,0,0,0,0,1,0,0
28134,100097,congenital alveolar dysplasia due to TBX4,MONDO,,0,0,,,,,,,2,0,0,0,0,cardiogenetic disease | congenital alveolar dysplasia,,0,0,0,0,1,0,0
28135,100098,"dystonia, dopa-responsive, with or without hyperphenylalaninemia, autosomal recessive",MONDO,,0,0,,,,,,,3,0,0,0,0,GTP cyclohydrolase I deficiency | dopa-responsive dystonia | hereditary neurological disease,,0,0,0,0,1,0,0
28136,100099,retrograde cricopharyngeus dysfunction,MONDO,,0,0,,,,,,,1,0,0,0,0,syndromic disease,,0,0,0,0,1,0,0
28137,1001,baritosis,MONDO,,0,0,,,,,,,1,0,0,0,0,pneumoconiosis,,0,0,0,0,1,0,0
28138,10010,Schinzel-Giedion syndrome,MONDO,,0,0,,,28138.0,Schinzel-Giedion syndrome,,,3,0,0,0,0,autosomal dominant syndromic intellectual disability | congenital nervous system disorder | multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,,0,0,0,0,1,0,0
28139,100100,SELENON-related myopathy,MONDO,,0,0,,,28139.0,SELENON-related myopathy,,,0,1,0,0,0,,,0,0,0,0,1,2,0
28140,100105,brain small vessel disease 3,MONDO,,0,0,,,,,,,1,0,0,0,0,familial porencephaly,,0,0,0,0,1,0,0
28141,100107,non-neonatal early infantile epileptic encephalopathy,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28142,100108,TPM3-related myopathy,MONDO,,0,0,,,,,,,3,2,0,0,0,congenital nervous system disorder | hereditary neurological disease | neuromuscular disease caused by qualitative or quantitative defects of tropomyosin,,0,0,0,0,1,2,0
28143,100109,Zinner syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,syndromic disease,,0,0,0,0,1,0,0
28144,10011,schizencephaly,MONDO,,0,0,,,28144.0,schizencephaly,,,2,2,0,0,0,congenital nervous system disorder | encephaloclastic disorder,,0,0,0,0,1,2,0
28145,100110,adenovirus renal infection,MONDO,,0,0,,,,,,,2,0,0,0,0,adenoviridae infectious disease | renal infectious disease,,0,0,0,0,1,0,0
28146,100111,focal segmental glomerulosclerosis and neurodevelopmental syndrome,MONDO,,0,0,,,28146.0,focal segmental glomerulosclerosis and neurodevelopmental syndrome,,,1,0,0,0,0,hereditary disease,,0,0,0,0,1,0,0
28147,100112,acyl-CoA binding domain containing protein 5 deficiency,MONDO,,0,0,,,,,,,3,0,0,0,0,disorder of peroxisomal beta oxidation | disorder of peroxisomal transporter | disorder of plasmalogens biosynthesis,,0,0,0,0,1,0,0
28148,100113,hearing loss with skin disease,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28149,100115,acute flaccid myelitis,MONDO,,0,0,,,,,,,2,0,0,0,0,acute disease | myelitis,,0,0,0,0,1,0,0
28150,100116,Middle East respiratory syndrome,MONDO,,0,0,,,,,,,2,0,0,0,0,Orthocoronavirinae infectious disease | respiratory system disorder,,0,0,0,0,1,0,0
28151,100118,hereditary skin disorder,MONDO,,0,0,,,28151.0,hereditary skin disorder,,,2,96,4,1,1,hereditary disease | skin disorder,psoriasis,0,1,1,0,0,165,4
28152,100119,Knobloch syndrome 2,MONDO,,0,0,,,28152.0,Knobloch syndrome 2,,,1,0,0,0,0,Knobloch syndrome,,0,0,0,0,1,0,0
28153,100120,vector-borne disease,MONDO,,0,0,,,,,,,0,48,0,1,0,,malaria,0,1,1,0,0,118,0
28154,100121,"SCN4A-related myopathy, autosomal recessive",MONDO,,0,0,,,28154.0,"SCN4A-related myopathy, autosomal recessive",,,1,0,0,0,0,autosomal recessive disease,,0,0,0,0,1,0,0
28155,100122,GNPTAB-mucolipidosis,MONDO,,0,0,,,28155.0,GNPTAB-mucolipidosis,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28156,100123,toxic bronchiolitis,MONDO,,0,0,,,,,,,1,1,0,0,0,bronchiolitis,,0,0,0,0,1,1,0
28157,100124,NAA10-related syndrome,MONDO,,0,0,,,28157.0,NAA10-related syndrome,,,1,1,0,0,0,X-linked syndromic intellectual disability,,0,0,0,0,1,1,0
28158,100125,hallucinogen-persisting perception disorder,MONDO,,0,0,,,,,,,1,0,0,0,0,perceptual disorders,,0,0,0,0,1,0,0
28159,100126,P5CS deficiency,MONDO,,0,0,,,28159.0,P5CS deficiency,,,2,1,0,0,0,inborn disorder of ornithine metabolism | inborn disorder of proline metabolism,,0,0,0,0,1,1,0
28160,100127,toxic bronchiolitis obliterans,MONDO,,0,0,,,,,,,1,0,0,0,0,toxic bronchiolitis,,0,0,0,0,1,0,0
28161,100128,coinfection,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28162,100129,intracranial arachoid cyst,MONDO,,0,0,,,,,,,1,0,0,0,0,arachnoid cyst,,0,0,0,0,1,0,0
28163,10013,schneckenbecken dysplasia,MONDO,,0,0,,,28163.0,schneckenbecken dysplasia,,,3,0,0,0,0,disorder of glycosylation | osteochondrodysplasia | severe spondylodysplastic dysplasia,,0,0,0,0,1,0,0
28164,100130,adult acute respiratory distress syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,acute respiratory distress syndrome,,0,0,0,0,1,0,0
28165,100131,pediatric acute respiratory distress syndrome,MONDO,,0,0,,,,,,,1,1,0,0,0,acute respiratory distress syndrome,,0,0,0,0,1,2,0
28166,100132,intrahepatic bile duct adenosquamous carcinoma,MONDO,,0,0,,,,,,,2,0,0,0,0,adenosquamous bile duct carcinoma | intrahepatic bile duct cancer,,2,0,0,1,0,0,0
28167,100133,mitochondrial complex I deficiency,MONDO,55.0,1,0,,,28167.0,mitochondrial complex I deficiency,,,1,1,0,0,0,mitochondrial respiratory chain complex deficiency,,0,0,0,0,1,2,0
28168,100134,"mitochondrial complex I deficiency, mitochondrial type",MONDO,,0,0,,,,,,,1,1,0,0,0,mitochondrial complex I deficiency,,0,0,0,0,1,1,0
28169,100135,Dravet syndrome,MONDO,,0,0,,,47444.0,epilepsy,epilepsy syndrome,4.0,1,0,0,0,0,neonatal/infantile-onset epilepsy syndrome with developmental and epileptic encephalopathy,,1,0,0,1,0,0,0
28170,100137,telomere syndrome,MONDO,,0,0,,,28170.0,telomere syndrome,,,1,4,0,0,0,premature aging syndrome,,0,0,0,0,1,10,0
28171,100138,X-linked recessive mitochondrial myopathy,MONDO,,0,0,,,28171.0,X-linked recessive mitochondrial myopathy,,,4,0,0,0,0,X-linked recessive disease | congenital nervous system disorder | hereditary neuromuscular disease | inborn mitochondrial myopathy,,0,0,0,0,1,0,0
28172,10014,"craniometadiaphyseal dysplasia, wormian bone type",MONDO,,0,0,,,,,,,1,0,0,0,0,skeletal dysplasia,,0,0,0,0,1,0,0
28173,100144,Uner Tan Syndrome,MONDO,,0,0,,,,,,,3,0,0,0,0,autosomal recessive disease | hereditary neurological disease | tubulinopathy,,0,0,0,0,1,0,0
28174,100146,ATP6AP2-related disorder,MONDO,,0,0,,,,,,,1,1,0,0,0,X-linked syndromic intellectual disability,,0,0,0,0,1,1,0
28175,100147,SATB2 associated disorder,MONDO,,0,0,,,28175.0,SATB2 associated disorder,,,1,1,0,0,0,autosomal dominant syndromic intellectual disability,,0,0,0,0,1,1,0
28176,100148,X-linked complex neurodevelopmental disorder,MONDO,,0,0,,,28176.0,X-linked complex neurodevelopmental disorder,,,3,0,0,0,0,Mendelian neurodevelopmental disorder | X-linked disease | complex neurodevelopmental disorder,,0,0,0,0,1,0,0
28177,100149,PNPLA6-related spastic paraplegia with or without ataxia,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28178,100150,RYR1-related myopathy,MONDO,,0,0,,,28178.0,RYR1-related myopathy,,,3,5,0,0,0,congenital nervous system disorder | hereditary neuromuscular disease | muscular channelopathy,,0,0,0,0,1,5,0
28179,100152,DKC1-related disorder,MONDO,,0,0,,,28179.0,DKC1-related disorder,,,1,1,0,0,0,dyskeratosis congenita,,0,0,0,0,1,2,0
28180,100153,tubulinopathy,MONDO,,0,0,,,28180.0,tubulinopathy,,,1,3,0,0,0,nervous system disorder,,0,0,0,0,1,4,0
28181,100154,TUBB3-related tubulinopathy,MONDO,,0,0,,,28181.0,TUBB3-related tubulinopathy,,,2,1,0,0,0,hereditary neurological disease | tubulinopathy,,0,0,0,0,1,1,0
28182,100155,retinal dystrophy-ataxia-pituitary hormone abnormality-hypogonadism syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,syndromic disease,,0,0,0,0,1,0,0
28183,100158,CHRNG-associated hypo-akinesia disorder of prenatal onset,MONDO,,0,0,,,,,,,1,0,0,0,0,multiple pterygium syndrome,,0,0,0,0,1,0,0
28184,100159,"pulmonary hypertension, neonatal",MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28185,100160,alcoholic ketoacidosis,MONDO,,0,0,,,,,,,1,0,0,0,0,acidosis disorder,,0,0,0,0,1,0,0
28186,100161,hyperkalemic renal tubular acidosis,MONDO,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,1,0,0
28187,100162,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO,,0,0,,,,,,,0,1,0,0,0,,,0,0,0,0,1,1,0
28188,100163,COVID-19–associated multisystem inflammatory syndrome in children,MONDO,,0,0,,,,,,,1,0,0,0,0,multisystem inflammatory syndrome in children and adults,,0,0,0,0,1,0,0
28189,100166,PPP2R1A-related intellectual disability,MONDO,,0,0,,,,,,,2,0,0,0,0,Mendelian neurodevelopmental disorder | intellectual disability,,0,0,0,0,1,0,0
28190,100167,"pulmonary disease, chronic obstructive, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28191,100168,desmoid tumor caused by somatic mutation,MONDO,,0,0,,,28191.0,desmoid tumor caused by somatic mutation,,,1,0,0,0,0,desmoid tumor,,0,0,0,0,1,0,0
28192,100169,"polyneuropathy, inflammatory demyelinating, chronic",MONDO,,0,0,,,,,,,1,0,0,0,0,Guillain-Barre syndrome,,0,0,0,0,1,0,0
28193,10017,sea-blue histiocyte syndrome,MONDO,,0,0,,,28193.0,sea-blue histiocyte syndrome,,,2,0,0,0,0,sphingolipidosis | syndromic dyslipidemia,,0,0,0,0,1,0,0
28194,100170,"restless legs syndrome, susceptibility to",MONDO,,0,0,,,,,,,1,1,0,0,0,inherited disease susceptibility,,0,0,0,0,1,1,0
28195,100171,"psoriasis, susceptibility to",MONDO,,0,0,,,,,,,1,1,0,0,0,inherited disease susceptibility,,0,0,0,0,1,1,0
28196,100173,"leukemia, acute myeloid, susceptibility to",MONDO,,0,0,,,28196.0,"leukemia, acute myeloid, susceptibility to",,,1,0,0,0,0,hereditary neoplastic syndrome,,0,0,0,0,1,0,0
28197,100174,"age related macular degeneration, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28198,100175,TTN-related myopathy,MONDO,,0,0,,,28198.0,TTN-related myopathy,,,3,2,0,0,0,congenital nervous system disorder | hereditary neurological disease | neuromuscular disease caused by qualitative or quantitative defects of titin,,0,0,0,0,1,9,0
28199,100176,AP-4 deficiency syndrome,MONDO,,0,0,,,28199.0,AP-4 deficiency syndrome,,,1,0,0,0,0,hereditary disease,,0,0,0,0,1,0,0
28200,100177,"allergic rhinitis, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28201,100178,"dermatitis, atopic, susceptibility to",MONDO,,0,0,,,,,,,1,1,0,0,0,inherited disease susceptibility,,0,0,0,0,1,1,0
28202,100179,"Hirschsprung disease, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28203,10018,second metatarsal-metacarpal syndrome,MONDO,,0,0,,,,,,,1,0,0,0,0,hereditary disease,,0,0,0,0,1,0,0
28204,100180,"diabetes mellitus, ketosis-prone",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28205,100181,"dermatitis, atopic, 1",MONDO,,0,0,,,,,,,1,0,0,0,0,"dermatitis, atopic, susceptibility to",,0,0,0,0,1,0,0
28206,100182,"schizophrenia, susceptibility to",MONDO,,0,0,,,,,,,1,0,0,0,0,inherited disease susceptibility,,0,0,0,0,1,0,0
28207,100183,"radioulnar synostosis, nonsyndromic, susceptibility to",MONDO,,0,0,,,,,,,2,0,0,0,0,SMAD6-related disease | inherited disease susceptibility,,0,0,0,0,1,0,0
28208,100184,GTP cyclohydrolase I deficiency,MONDO,,0,0,,,28208.0,GTP cyclohydrolase I deficiency,,,1,2,0,0,0,tetrahydrobiopterin metabolic process disease,,0,0,0,0,1,2,0
28209,100185,immune reconstitution inflammatory syndrome,MONDO,,0,0,,,,,,,2,0,0,0,0,immune system disorder | inflammatory disease,,0,0,0,0,1,0,0
28210,100186,GTP cyclohydrolase I deficiency with hyperphenylalaninemia,MONDO,,0,0,,,28210.0,GTP cyclohydrolase I deficiency with hyperphenylalaninemia,,,2,0,0,0,0,GTP cyclohydrolase I deficiency | hyperphenylalaninemia due to tetrahydrobiopterin deficiency,,0,0,0,0,1,0,0
28211,100187,opioid-induced constipation,MONDO,,0,0,,,,,,,1,0,0,0,0,constipation disorder,,0,0,0,0,1,0,0
28212,100188,combined ApoA-I and ApoC-III deficiency,MONDO,,0,0,,,,,,,1,0,0,0,0,inborn errors of metabolism,,0,0,0,0,1,0,0
28213,10019,secretory component deficiency,MONDO,,0,0,,,,,,,1,0,0,0,0,selective IgA deficiency disease,,0,0,0,0,1,0,0
28214,100190,gastric intestinal metaplasia,MONDO,,0,0,,,,,,,2,0,0,0,0,precancerous condition | stomach disorder,,0,0,0,0,1,0,0
28215,100191,inherited kidney disorder,MONDO,,0,0,,,,,,,2,20,1,0,1,hereditary disease | kidney disorder,,0,1,1,0,0,90,4
28216,100192,liver failure,MONDO,,0,0,,,,,,,1,2,0,0,0,liver disorder,,0,0,0,0,1,3,0
